id;description;dbo
1007148312656925;"Nachschub ist unterwegs sogar mit US-Absichrung:"" https://www.facebook.com/video.php?v=1057665160951338";nothing
1013019295403160;Wir sollten die Israelis fragen, wie man mit Musels umgeht.Jeder Musel hier ist ein Schlag gegen Israel, wir solten uns schämen!!;nothing
1044166458955110;Wie kommen manche darauf, dass es Menschen gäbe, die das RECHT zur Vergewaltigung hätten?;nothing
882701798434911;Und weiter...?;nothing
856759881029103;Wahnsinn! Und weiter so. Wenn es bald wieder wärmer wird,dann ist noch mehr los.Ich mach mit!;nothing
1395842946721665024;@Anna48338034 @Steinhoefel Aber du hast Ahnung, stimmt’s? Wahrscheinlich auch so ein verhülltes und verirrtes Terrorliebchen, das dann weint wenn das Märchen schief geht und der böse Wolf kommt! Mann , Mann, da könnt ich 🤮;nothing
856936944344730;"Wenn man die Kommentare von unseren Gutmenschen liest kommt man unweigerlich zu dem Fazit das in unserem Land ja alles so toll läuft. Das wir Frieden in Europa und der Welt haben, das es den IS gar nicht wirklich gibt, das wir hier in diesem ach so reichen Land überhaupt keine Probleme mit Integration haben. Die paar armen Rentner und verarmten Kinder sind auch eine Erfindung genauso wie die vielen Arbeitnehmer die nebenbei noch aufs Amt gehen müssen weil ihr Verdienst zum Leben nicht ausreicht usw.
Entweder sind das alles Lügengeschichten oder unsere Gutmenschen leben einfach in einer Traumwelt.";criticism
882839685087789;ja klar ohne Träume geht doch nichts;nothing
1011158705589219;"Raab ein Kämpfer? Gegen Pierre Vogel bei ""Schlag den Raab"" vielleicht.";nothing
1057942087577547;Wieso bloß haben die verantwortungsvolle Politiker und wir dagegen NUR die Osttrulla, die Misere,die Leyen,Gabriel die Schwabbelwurscht,den Vollhorscht, Maasmännchen etc.???;criticism
982707321767691;Jürgen Lewerenz Schau Dir das Profil der Schneider an, dann hast Du die Bestätigung.;nothing
1064751260229963;ja klar wie die sorben;nothing
881972331841191;Cool,der hat eier!!;nothing
1123717577666664;Enrico König,natürlich muss sich am System was ändern.Politiker müssen unbedingt an ihren Leistungen gemessen werden.Machen sie Politk gegen das eigene Volk müssen sie sofort entlassen werden.Das politische System braucht auch unbedingt Veränderung.Die Bürger haben es in der Hand,1989 ging es doch auch.;criticism
1012273822144374;Peinlich peinlich;nothing
862078220497269;Bespaßen;nothing
857186077653150;"Der --- Volksentscheid auf Bundesebene --- sollte das erste Ziel von Pegida sein. 

http://www.schekker.de/content/pro-contra-volksentscheide-auf-bundesebene

Pro Pegida";nothing
1063246083713814;Ich weiß es ist mittlerweile  normal aber trotzdem einfach krass wie nichts von den täglichen Einzelfällen in den Nachrichten kommt;nothing
987835264588230;"Geht zum ferien mit eine Maschinegewehr denk ich ;-)";nothing
982660041772419;Allahs Scheißbar ist eröffnet :)  Dreckspack;nothing
885888578116233;Ja ja und der Steuerzahler wird wieder bluten.  Wieviel böller flogen nochmal in Wuppertal?  RICHTIG 2;nothing
1052419528129803;Ich kenne den Herrn Kroll nicht und weiß auch nicht, ob sich hinter diesen Zeilen ein grundanständiger Mensch verbirgt. Jedenfalls, das,  was da geschrieben steht, kann man ohne weiteres unterschreiben....;nothing
856995814338843;Nein, Herr Graf, ich gehöre zur ursprünglichen abrahamitischen Religion.....;nothing
857621924276232;Hätte die Dailymail nen kritischen Artikel zu PEGIDA verfasst wäre sie Lügenpresse *facepalm*;nothing
856874167684341;Auch ich habe meine Hochtung vor diesen Leuten, auch wenn man es nicht zugibt, es wurde schon viel bewegt!!!;nothing
882878185083939;Da hast Du Recht, Hans!;nothing
857306754307749;"Herr Schlager ... zu Ihrem Post fällt mir Einstein ein "" Der Horizont vieler Menschen ist ein Kreis mit Radius Null - und das nennen sie ihren Standpunkt"" ;-)";nothing
1096076590430763;Schrecklich! Sind das Kinder? Die werden doch schon mit viel Hass erzogen. Ich würde sagen das sind Panzen, bei den Eltern.;nothing
1011403292231427;So einfach werden die nicht verschwinden ljudmila!!!! Die fühlen sich hier richtig wohl!!! Wie die Made im Speck!!!! Und wir gehen auch auf die Straße!!!! Aber wer hier sagt was gar nicht geht!!!! Ist gleich ein Nazi!!! Das ist Deutschland 2015!!!!;criticism
945983385440085;"In den Medien kommt es so rüber, als wenn München sich freuen würde über soviel Mulikulti!?
Es haben sich doch 1000de zu Gegendemos gefunden!
Wie sieht es denn nun wirklich aus?";nothing
857332140971877;"Ein offener Brief an MDR von mir:                                                                        Es ist auf einer Seite gut, dass für Weltoffenheit gesungen wird. Aber die Berichterstattung über Pegida ist unzumutbar. Vorhin kam ein Beitrag bei Hier um 4, in dem behauptet wird, Pegida schadet dem Tourismus--Nein, sage nicht nur ich.--Ihre falsche Berichterstattung ist es, was dem Tourismus schadet!!!!!! 
Hier die Begründung:
1. Keiner bei Pegida behauptet, dass er etwas gegen Asylsuchende hat, die wirklich Flüchtlinge sind.
2. Toleranz wird von Ihnen immer nur von anderen erwartet, Sie selber dreschen in Ihren Berichten auf die ein, die eine andere Meinung haben.
3. Wenn Sie nicht solche Falschmeldungen verbreiten würden, käme es nicht dazu, dass Touristen Dresden meiden.
4. Es ist kein Rückgang der Teilnehmerzahlen gestern auf dem Theaterplatz zu verzeichnen, offizelle Polizeimeldung spricht von 27500, berichtigen Sie dies in Ihrer nächsten Nachrichtensendung
Bitte denken Sie einmal darüber nach und schließen Sie nicht einen großen Teil Ihres Fernsehpuplikums von vorn herein aus. 
Weiterhin erwarte ich von Ihnen, das meine Mail ernst genommen, nicht gleich bei Erhalt gelöscht wird und ganz wichtig, ich erwarte eine Antwort darauf. Meine Emailadresse habe ich Ihnen mitgeteilt.   Null Toleranz der Intoleranz beim MDR";nothing
858374694200955;Halt die Fresse du Rassist.;nothing
856805841024507;Ihr seid Spitze!!!!!;nothing
856876397684118;I left Germany because of islamification now I wish I were back volunteering with pegida.  I want to show the Germans that not all Jews are bad.  Most of us are secular any many of us are right wing.  I support every pro western anti islamification organization without exception and unconditionally.  I do not care if some are not friendly towards Jews.  I support them anyway.;criticism
855020657869692;Dem möchte ich mich anschließen, auch von mir ein großes Dankeschön.;nothing
982648111773612;Nein;nothing
856832031021888;Berlin Kreuzberg wird für deutsche Polizisten immer gefährlicher --- die Paralellgeschellschaft dort will die Scharia;nothing
856749027696855;Lehrer sind auf Linie. Ansonsten wirst du in Deutschland erst gar kein Lehrer !;nothing
856755587696199;es waren 2 Streams... mit jeweils über 6000 Usern;nothing
862020527169705;"Von euren Pegida-Rednern ;)";nothing
857167630988328;Gut erklärt ! Anschauen !!!;nothing
1095907767114312;Einfach Anfahren,  die gehen schon weg !;nothing
856832781021813;[@IND] da hast du Recht ,  am besten  man lässt  sich die Welt von vorbestraften erklären  und rennt denen  dann ohne nachdenken  hinterher . ...;nothing
857627600942331;was willst du mir damit sagen?;nothing
1012957428742680;Klaus Werner Stolle, ???????;nothing
1057694734268949;6 Meter hoher Zaun, Stacheldraht    und Starkstrom....;nothing
968550706516686;Da stimme ich dir zu Gha. Hetzen muss nicht sein! Die Leute werden so oder so der einen oder anderen Wahrheit ins Gesicht blicken, früher oder später. Von daher ist Hetzen in meinen Augen gar nicht nötig. Die Zukunft wird zeigen, wer Recht hatte. Meine Erziehung war gut genug, um für mich entscheiden zu können, wer meine Empathie verdient und wer nicht. Kann ich mir ja aussuchen, zum Glück!;nothing
1018203061551450;http://mobil.n-tv.de/mediathek/videos/politik/Muslime-bedraengen-Christen-im-Fluechtlingsheim-article16488471.html;nothing
1010868485618241;Sarah: ...wenn schon, dann eher Tarnfleck ... Wir werden noch sehen, ob das wieder erforderlich wird. Nach mehreren Monaten Dienst in Syrien weiß ich, was mich erwarten kann....;nothing
857179964320428;ja, mir auch, wenn man mal drauf achtet ist es so deutlich;nothing
857915590913532;http://www.sueddeutsche.de/politik/salafismus-als-jugendkultur-burka-ist-der-neue-punk-1.2318706;nothing
968097393228684;"....und zur Not kann man die Rügendammbrücke hochziehen und der Sache ihren Lauf lassen. ;)";nothing
1572;Blut und Ehre! Juden verreckt! Wir werden unsere Rasse reinen!;agitation
1011544768883946;Das war eine gute Frage, Uwe Meinders! Keine Informationen über angebliche Abschiebungen, nix über angebliche Flüchtlinge, die traumatisiert in unser Land strömen! Aber wahrscheinlich sehen und hören wir das falsche Programm. Obwohl die Medien allesamt falsch sind.;nothing
963533570351733;"Wundere mich nur:

https://www.facebook.com/photo.php?fbid=857271981023687&set=a.857245714359647.1073741827.100002226780997&type=1&theater";nothing
856814224357002;Und ich bin ein Wessi....nur zur Info!!;nothing
982664865105270;Genau uns Deutsche packt die Angst wenn die uns überrennen dieses gesetztlosen irigendwas abartige Wesen ......man muss sich schützen als Frau das kann es doch nicht sein diese ganzen Männer die da stürmen ohne Rücksicht ohne Anstand wohin führt das nur ich habe Angst! !!!!!!!!;nothing
935271189844638;Schade, dachte schon die haben endlich den geistesgestörten Truthahn aus dem Verkehr gezogen;nothing
1007748085930281;"Also ich bin mit einem Soldaten zusammen und ich gebe ihn nie wieder her. Was er in anderen Ländern aufgeräumt und geholfen hat, da kann sich jeder von solchen Menschen noch ne ordentlich dicke Scheibe von abschneiden.
??stolze Soldatenfrau??";nothing
972135689491521;Joghurt und klaas xxxD haha;nothing
857389464299478;na mit so einem Profilbild würde ich mich auch nicht schmücken :), redest über Dinge und kennst keine Hintergründe;nothing
982643805107376;"Die liebe Frau Merkel wird dafür sorgen das die alles bekommen
Lass die deutschen (Armen) Kinder doch hungern egal solange die armen Flüchtlinge alles haben
.";criticism
1056491381055951;#AkademischerEinzelfall 46436363 http://m.oe24.at/welt/Fluechtling-schrie-bei-Sex-Attacke-So-Allah-will/223772509;nothing
856815597690198;Das waere nicht schlecht, da können wir wieder abends spazieren gehen ??ohne voll gesabbert und belaestigt wird;nothing
1066598386711917;Die Geschichte ist brillant. .. Und auch wahr;nothing
951883574850066;Schade das es nur zur einer kaputten Brille und einem blauen gereicht hat;nothing
1052470661458023;Wenn die so weiter machen , sollten Deutsche Frauen und Kinder zuhause bleiben. Diese Bande(Regierung) , schießt  auch, blos nicht auf Ausländer.;agitation
982808575090899;"Jana sei froh das wir nicht so sind wie deinesgleichen... die hätten deine Rechtschreibung aber auseinander gerissen und im gleichen Atemzug erzählen das sie Ahnung haben ??!! Kennst du das Sprichwort "" Dumm f.... gut ""  ....!?";nothing
994009747304115;Der wird kommen , es gab ja auch kein 3.Hilfspaket für Griechenland . Die belügen uns von vorne bis hinten .;criticism
1400024296400039936;@ABaerbock Einzeltäter!  Wie viele Menschen kommen pro Jahr durch Migranten um? Eben auch Einzeltäter!;nothing
856864314351993;Wir brauchen kein Konzert um zusammen zu stehen.....lächerlich;nothing
1007258572645899;Falsch, die zerstören die Dämme, wie schon 2013 geschehen. Dieses Gesindel ist nicht nur SAU-DOOF, sondern auch noch eine Gefahr für unser Land. Ich bin aber immer noch voll der Hoffnung das der Spuk mit denen bald ein Ende hat, entweder weil die sich immer mehr radikalisieren und deswegen hoffentlich verboten werden, oder aber weil es zum Bürgerkrieg kommt, im 2. Fall wäre das Thema Antifa wohl sehr schnell und endgültig beendet.;nothing
857829817588776;Na endlich spricht das mal einer von euch aus. Aber wollt ihr dann nicht einfach zu einer HOGESA-Veranstaltung gehen? Da seid ihr besser aufgehoben.;nothing
882803428424748;Unsere Regierung braucht ein neues Volk, sie sind fleissig dabei sich dieses zu schaffen. Fragt sich nur wohin wir gehen wenn wir keine Heimat mehr haben.;criticism
882002035171554;Ein Mann mit Konsequenzen, Chappo!!!!!!;nothing
1035371759834580;und die werden nicht wie linke chaoten von der politik rangekart ..;criticism
1105673699471052;Schweinekopfhagel. ??;nothing
1095913477113741;Da gibt es aber kein geld und keine Luftballons;nothing
1105423999496022;keine Moscheen mit Minarette! Nur Gebetsräume, zum Glück nur! Bitte, die Yenidze bleibt außen vor. Dass war eine Zigarettenfabrik.;nothing
856833787688379;Armer Westen...;nothing
985376111500812;die Slowakei gruesst alle Teilnehmer, wir sind auch mit euch!;nothing
982738751764548;Ramon De la Perez Dann werden die Mittel eingesetzt, die sie an STAATSGRENZEN  zum Stehen bringen. Die USA können da sicherlich noch ein paar Tips von der Grenzsicherung zu Mexiko beitragen.;nothing
1052431618128594;Diese Erklärung sollte den Politikern und Organisatoren der Gegenveranstaltungen zugesendet werden, denn diese rufen zu Gegendemos auf und nehmen billigend in Kauf, dass von diesen Gewalt ausgeht!! Außerdem sollte es in den Medien verlesen, bzw.  abgedruckt werden, damit es auch die Gutmenschen lesen können!! Pegida ist und bleibt friedlich, weil jeder auf seinen Nebenmann achtet! Wir haben keine Gewalt nötig!! Die Politik soll endlich aufhören, der Antifa Geld für Gegendemos zu geben und sie von anderen Städten heran zukarren!;criticism
1010567735648316;wenn meine tochter was passiert werde ich merkel persönlich verantwortlich machen.;criticism
1318;Es gibt Menschen, die sich wagen, die Wahrheit beim Namen zu nennen und müssen dafür durch die Judenbrut und ihren Pestbeulen um ihre Gesundheit, ihre Familie, ihre Kinder und womöglich um ihr Leben fürchten und dazu gehört neben Kirsten Heisig und vielen deutschen Patrioten anderer Länder auch Prof. Bilyana Martinovski.;nothing
1010744308963992;"Fernsehclowns trifft es ganz genau.
Die sind nicht mal den Dreck unter den Fingernägeln wert!
Volksverblödung 2.0!";nothing
1390729758217019392;@daennrichsen @dersebastian Die sitzen heute noch im Bundestag, zersetzen ehemals konservative Parteien wie Merkel die CDU, bekommen Steuergelder ohne Ende in den Arsch geblasen wie die Stasi-Kahane, etc. pp...;criticism
856841727687585;http://youtu.be/ASCzdU3EfhU (y);nothing
1111562802215475;"Genau so und nicht anders. Das sind doch flüchtlinge, die bekommen zu essen und trinken, haben ein dach überm kopf und sind weit genug weg vom krieg. 
Alles andere von denen sin überzogene Forderungen.";nothing
1115002988538123;Ich verstehe nur nicht ganz, warum die das machen? Letzten Endes vernichten die sich selbst - und zwar in kürzester Zeit! Sind die so realitätsfern, daß sie das nicht realisieren oder glauben die - im Worst Case würden die Moslems sie an der Macht lassen? Denen muß doch klar sein, daß sie die nächsten sind, die zum Teufel gejagt werden!;nothing
882713308433760;Flüchtlinge aus Tunesien und Marokko ich glaubs nicht aber einer weniger.;nothing
963512647020492;papier lügt nicht? sobald etwas gedruckt wurde ist es wahr?;nothing
876524099052681;Lapu Lapu,  war ich auch mal.;nothing
994004043971352;wieder ein Einzelfall? http://www.sz-online.de/nachrichten/versuchter-totschlag-am-albertplatz-3220703.html;nothing
993923350646088;"Sie besitzt Immunität "", darum denkt Sie, "" scheiß -egal "" mein Lobbyisten Geld habe ich in der Tasche "" seht zu wie ihr zurechtkommt.      
ICH SCHAFFE   DAS """;criticism
855049207866837;"""Der Bus"" - was ist schon EIN Bus...";nothing
1105674356137653;Dönerbude wäre politisch korrekt!;nothing
1063653993673023;Also in sachsen gibt es wohl eine Menge blitzgescheite Rechtextreme?!;nothing
857506227621135;Hab ne schweizer Tastatur, weltoffen wie ich nunmal bin. Siehste schon hast was gelernt hier.Geht doch;nothing
857981394240285;ihr habt so ein weg;nothing
1095899267115162;..die intelligenten Fachkräfte von Morgen, die Deutschland retten sollen...!? Deutschland....Quo vadis..???;criticism
1011543725550717;Solch eine Umfragestatistik kann ich auch zusammenstellen.;nothing
857968237574934;Und Erdogan jetzt auch auf Facebook :D;nothing
1064996460205443;Ich könnte mir sogar vorstellen, dass einer ein Perpetuum Mobile findet;nothing
982762378428852;Dirk Wippich Stimmt, die hätten ihre Wut am IS auslassen sollen. Aber so sind die Forderer, sobald sie nicht bekommen was sie wollen, wird vermummt und zum Stein gegeriffen. Ein Vorgeschmack was Deutschland erwartet wenn sie endlich hier eintreffen. Die Winkefähnchen sind schon parat.;nothing
857134210991670;so no one sees how the situation here is really .the government attempts by the false media to conceal their errors;criticism
857995080905583;Gifgasfantasien oder konkrete Gefahr? http://www.focus.de/politik/ausland/islamischer-staat/is-terror-im-news-ticker-is-kaempfer-vertrieben-grenzstadt-kobane-ist-befreit_id_4430567.html;nothing
1111542288884193;Richtig so!;nothing
1057713130933776;Ich hab noch Stacheldraht in der garage;nothing
1007193572652399;Ich finde den Aufsteller klasse. So etwas zum Beispiel würde es nach der nächsten Wende bei mir in Deutschland nicht mehr geben: Jemand, der gegen die Jenigen ist, die Volk und Vaterland verteidigen. Nach der Wende gibts ja auch keine NATO-Mitgliedschaft mehr. Das Militär wäre ausschließlich mit der Landesverteidigung bzw. militärischen Abschreckung (durch ein DHS usw.) beschäftigt. Es würde ausschließlich und unmittelbar die deutschen Interessen vertreten und verteidigen. Jeder hat einen Wehrdienst abzuleisten und ist nachher im Heimatort / Heimatstadt Bestandteil der Reserve. Dabei wird ein unzerstörbarer Zusammenhalt in der Bevölkerung entwickelt. Armee-Hasser wird es schon deshalb nicht mehr geben.;criticism
857960414242383;Wenn ich mir unsere gehirngewaschenen Gegner so ansehe, weis ich wieder, warum es die Redewendung ''linker Hund'' gibt.;nothing
1064903733548049;Aber die Sachsen sprechen doch alle kein Deutsch :-O !!!;nothing
985439194827837;nein patrioten;nothing
1565;@RobertMertens16 @stormyseas212 @MoebusAnne @mamjahid Du bist ein fremdenfeindlicher kleiner Volkspfosten, der sich im Netz mal richtig toll fühlt. Wer aber;nothing
1245;Sollte @USER oder einem ihrer Kinder etwas geschehen, werde ich persöhnlich mit einem Benzinkanister zum Axel Springer Verlag gehen. Ich könnte mir vorstellen, dass hunderte Frauen mit Benzinkanistern mitkommen!🔥;nothing
982669581771465;Haha die pegidisten scheissen sich in die Hose weil da ein paar Jugendliche an der Grenze zu Ungarn frei drehen. Oh mann was für jammerlappen diese pegida Spinner;nothing
856759981029093;und das trotz der Terrordrohungen;nothing
1063803470324742;Also Schandfleck sieht anders aus!;nothing
1010741608964262;Genau so ist es fliehen und weiter Fresse aufreißen;nothing
856956934342731;Na is doch wahr. Wenn sie nix mehr finden, wird die Rechtschreibung an den Haaren herbeigezogen. Als ob es darauf ankäme.;nothing
1007660209272402;Was this right before 11/11? This is what Australia received: War memorial plaques stolen! These people have no honour! http://www.theage.com.au/victoria/bronze-plaques-stolen-from-war-memorial-garden-in-footscray-20151110-gkv7l7.html;nothing
1007158455989244;Ach wie gut das niemand weiss - das ich intrigiere und nichts Beweiß.;nothing
1646;Die linksgrünversifften Leute schauen lieber zu und hoffen innlich dass es nicht sie trifft. Deutschland erwache und mach mal was gegen diese Schweinerei;agitation
857450077626750;"Wikipedia: Stichwort ""Ausländerkriminalität"" und dann Statistik. Lesen bildet...";nothing
1052381724800250;Ich unterstütze aufrichtig die Aussagen des PP! Von Pegida darf und wird keine Gewalt ausgehen. Wer allerdings angegriffen wird, darf und wird von seinem Recht auf Notwehr gebrauch machen müssen.;nothing
856887141016377;Oder fehlt der Hauptschulabschluss ?   Ihr seit alles Nazis, Und du bist kein Deutscher, Wenn ich als Sohn einer Migrantin Nazi sein soll, dann solltes du mal zum Psychiater. Ende der Diskussion, ich habe schon 4 Kinder;nothing
856822877689470;20000 ist genial, lässt sich die Teilnehmer Zahl verifizieren;nothing
858391327532625;is das bei den Gegnern nich auch so? :-);nothing
945827628788994;In München sind doch alle tolerant! Die nehmen die Jugendlichen Fachkräfte doch gerne auf! :D;nothing
856753071029784;"Krank find ich das, da werden persönliche Lebensgeschichten alle über einen Kamm geschert und der Stempel ""Islam"" draufgegeben - aber IHR regt euch auf, wenn man euch als Nazis beschimpft! Fangt doch bitte bei euch mal an!";nothing
952443324794091;Mathias Schü ?? wen willst du hier beeindrucken? Dich überrennt man ohne es zu merken ??;nothing
1108315589206863;Gibt es keine Munition?;nothing
857410247630733;Susanne geh in den Bücherladen die wollen dich nur bekehren wenn du da hingehst;nothing
982656768439413;"Da es sich hierbei offensichtlich um einen kriegerischen Angriff auf das Mitgliedsland Ungarn handelt, sollte Orban nicht zögern, den Verteidigungsfall auszurufen. Laut Vertrag sind die übrigen NATO-Staaten zur Unterstützung verpflichtet.
Es wird nicht mehr lange dauern, bis die von Merkel unkontrolliert ins Land gelassenen gewaltbereiten Islamisten und Terroristen auch hier ihre wahren Absichten zeigen.
Man konnte Merkels Politik schon immer kritisieren. Doch ihre Entscheidung vom 5.9.2015, alle ""Flüchtlinge"" unkontrolliert ins Land zu lassen war schwerer Landesverrat gemäß §94 StGB, denn mit ihrer ""Einladung"" hat sie allen vor der Grenze wartenden Feinden der westlichen Zivilisation verraten, dass es keine Außensicherung der deutschen Grenzen mehr gibt.
Zudem hat sie neben dem Bruch europäischer Abkommen auch bundesdeutsche Gesetze eigenmächtig außer Kraft gesetzt. Damit hat sie gegen das Grundgesetz §§70 ff (Gesetzgebungsverfahren) verstoßen und die demokratische Grundordnung der BRD mit Füßen getreten. 
Frau Merkel ist von Gesetzes wegen sofort zu entmachten, ihre diplomatische Immunität aufzuheben. Anschließend ist sie zu verhaften und der Justiz zu übergeben.";criticism
856853237686434;jo und alle haben mehrere geliked ... schau dir die profile an ...;nothing
857327590972332;"Der US Genozid Plan,..jeder weis es, nur wir, die Betroffenen nicht,..oder doch unsere Politiker:

https://www.youtube.com/watch?v=BlFbz3ikqeY";criticism
857014167670341;Nimm mal deine Haare aus dem Gesicht, dann sieht die Welt nochmal anders aus :-);nothing
862138213824603;Genau so zerfahren wie hier die Meinungen sind ist es um die pegida Spitze bestellt .schade eigentlich weil anscheinend die Chance verspielt wird in Deutschland tatsächlich was zu verändern bzw zu bewegen...wenn alle deutschen mal zusammen halten würden!!!aber 70 Jahre geschichts Verfälschung und Gehirn Wäsche haben ihre Wirkung nicht verfehlt.;criticism
1063439077027848;Dresden Drecksvolk, mit Sicherheit ein zugewanderter Moslem der sein Hasskäppchen auf hat. Kein Auto und kein Haus am Bahnhof bekommen?;nothing
1007171019321321;weißt ihr was Pegida schwanz ? die syrische Situation geht euch nichts an. Ihr habt nichts zu tun mit uns in Syrien. die russische Angriffen sind eigentlich für Eigeninteresse oder warum will Russland in einem schmutzige Sumpf wie der syrische Sumpf ,es sei denn, hat es eine Eigeninteresse!;nothing
1010739832297773;Die geben nichts zu,die machen weiter !;nothing
1065809476790808;Die brauchen naive Bürger wie in den alten Bundesländern die eher die Kirchen besuchen als selbst ihr Hirn einzuschalten, sind nicht alle so aber all die Singen und Tanzen besser fanden als Mathe und Deutsch.;nothing
1389307946023231488;@tagesschau Da kann die Presse nur froh sein,  dass sie so AntiFA freundlich berichtet. Die bisherigen Angriffe würden den Pressevertretern sonst wie ein Kindergeburtstag vorkommen.;nothing
857398197631938;JU JU @, genau dass wollen sie nicht verstehen, sie WOLLEN es nicht verstehen und die Medien nutzen sowas aus.;nothing
1031108383594251;Elsa bahn das musst du mir erklären ,25 jahre durchgefüttert und den wirtschaftsflüchtlingen aus der ddr  ? Wie alt bist du ? Du hast nichts mitbekommen wie es wahr sonst würdest du nicht so einen quatsch schreiben ,bei dir ist die mauer sehr ,sehr hoch !!!;nothing
1064991706872585;Geldbeutel mit ca. 1000€ sind wohl nicht mehr vorrätig?;nothing
1065211043517318;ich glaube,ich muss noch öfter rausgehen,in der Hoffnung auch mal was zu finden,aber wahrscheinlich werde ich trotzdem immer an der falschen Stelle sein;nothing
960894250615665;aber ne überlegung wärs wert ...zumindestens für 2 generationen und da könnte man dann immer noch in ruhe überlegen, wies weiter geht ...;nothing
857409690964122;"Ich habe den Artikel gelesen! Egal ob er stimmt oder nicht.. Sowas brauch kein Menschen! Gewalt in jeder Form ist Gossenniveau! Aggressiv .. Mmh.. Lass mal überlegen für was die Bürgerbewegung PEGIDA in der letzten Zeit verantwortlich gemacht wurde und hinterher gab es lange Gesichter weil wir damit nix tun haben und so etwas verabscheun! Auf jeder Demo wird das groß angesprochen.
Ich fande deine Frage eher provokativ.. Zumindest kam das bei mir so an..
Daher auch meine Reaktion, weil es einem langsam zu den Ohren rauskommt..";nothing
857803934258031;http://www.freiepresse.de/NACHRICHTEN/PANORAMA/Chef-Drogenfahnder-gesteht-Habe-ein-Suchtproblem-artikel9097305.php;nothing
1067312673307155;Marx ist für mich der Einstein der Gesellschaftswissenschaften. Hat den Nobelpreis für sein Lebenswerk DAS KAPITAL verdient! Ist von wegen ein Märchenbuch! Wenn man es natürlich nicht versteht, is es bloß ein Märchenbuch, aber das wird sich bald rausstellen, denke ich??;criticism
946005722104518;"Afghanistan, Syrien, Irak, Somalia und Eritrea.
Das sind die primitivsten muslimische Länder der Welt. Und die werden jetzt uns mit ihrer rückständigen Kultur und mit hoher Kriminalität bereichern.
Grenzen zu für diese ""Menschen"".";nothing
857309357640822;Ja dann selber Vorschläge ausarbeiten;nothing
968004083238015;Neiiin, sie sind auf dem Mars.;nothing
856848254353599;Stefan da gibt's doch was von Ratiopharm!!!!;nothing
857512090953882;Klugscheißer heißt das wenn überhaupt! Nur ist das keine Klugscheisserei, Euch fliegen nur gerade Fakten um die Ohren für die es einfach keine Gegenargumente gibt!;nothing
1124625684242520;Wie Recht du hast Andreas !;nothing
895626973809060;Schau mal ein paar Kommentare oberhalb. Und da distanziere ich ganz klar von jeglicher Gewalt.;nothing
857955457576212;Bessere Themen wieso, dieses bringt den Zulauf.;nothing
856869194351505;Carsten, wieso ist alles Dreck, was nicht in Ihr Gedankenbild passt?;nothing
1012981158740307;Hat der Oskar Entzugserscheinungen oder ist das nur ein bockiger kleiner Trolljunge?;nothing
972141379490952;Da hat der rote Mop wiedereinmal zugelangt...;nothing
858059180899173;"Das sind unterschiedliche Standpunkte die auch für sich alleine stehen können. Man kann auch die Punkte mit Zahlen versehen, doch diese einer Priorität zuorden wäre inkorrekt da sie ja immer unterschiedlich angewendet werden, meine lieben Gutmenschen. Bald gehen euch die Wörter aus um freidenkende Menschen zu diffamieren... ;)";nothing
1012282675476822;Wer liest den schon Texte ?;nothing
857976880907403;http://www.pi-news.net/2015/01/600-000-illegale-asylbewerber-in-deutschland/;nothing
1391;@CChabanen lass einfach bei edeka einbrechen;nothing
1010762022295554;Joko und Klaas sind doch nichtsnützige schwache Labbersäcke;nothing
1012416042130152;Ist doch Wurscht,  das bekommen die NIEEEE selbst mit......??;nothing
1064375713600851;Stanislaw Markus Sachse Horden.;nothing
1038636316174791;Klaus Sauer, beide Arme noch dran. Hatte längere Zeit kein Netz zu Verfügung und musste mir einen Verstärker besorgen. Nun ist alles wieder gut und ich bin wieder auf dem neuesten Stand der Dinge. Ich hatte schon Entzugserscheinungen.;nothing
968018696569887;"Ich bin nur zu Fasching  bunt .   :-)   ;-)";nothing
935271603177930;"http://www.fr-online.de/gericht/kindsmissbrauch-in-frankfurt-kinder-missbraucht-und-verpruegelt,1472814,30970848.html Muslimischer Bereicher  Nebi B. vergeht sich an Kindern. ""Er habe außerdem bei einem der Mädchen im Alter von zwölf Jahren höchstpersönlich einen „Jungfrauen-Test“ gemacht. Mal soll er die Mädchen mit roher Gewalt zu sexuellen Handlungen gezwungen haben, manchmal habe die Drohung damit gereicht.""";nothing
857548304283594;Du Kameltreibern,dir sollte man die Eier abschneiden;nothing
857829704255454;Ihr seid gewalttätiger abschaum;nothing
1064987416873014;Absolute Messe!;nothing
857033087668449;Kristopher, Du Angeber. So lang ist deiner garnicht.  :-D;nothing
857965800908511;verfolge es schon länger aber sowas absolut krankes hätt ich nie erwartet /gedacht;nothing
855014261203665;Tolles Video ? Es hat uns (bestimmt) alle sehr berührt. Gemeinsam schaffen wir es. Wir werden uns gegenseitig unterstützen ? Jetzt erst recht.;nothing
856908247680933;doch;nothing
858456270859464;Ihr pisser;nothing
1010838135621276;Scheiß auf die Idioten. Die gaben ihr Schäfchen im Trockenen. Aber was ist mit den armen traumatisierten deutschen die Angst davor gab das sie ihr Häuschen, was Sie schwer erarbeitet haben, noch abbezahlen können?;nothing
1064999056871850;wann finden diese Wahnsinnsgoldgräber endlich das Hirn der deutschen und österr. Politiker - das muß doch auch irgendwo vergraben sein ... husch husch - raus in den Wald und suchet oh ihr ehrlichen Asylerber*in*innen;criticism
