text,label
Genau das dachte ich mir auch als ich diesen text las....,nothing
ok werd ich mir morgen mal in ruhe anschauen,nothing
Also ich finde Fr. Orlows Gesicht hübsch :-) Und eure Posts sagen genug über euch aus ;-) Fakt ist sie werden Pegida in keinster Weise beeinflussen. Aber wie ihr selbst schon sagt...wenn IHR sonst nix zu tun habt ;-),nothing
Zieh mal die rosa Blümchen Gardinen auf in B.Gladbach.,nothing
Gott was für dumme Deutsche jeder Ausländer gleich bereit ein Terroranschlag zu planen .Warum bewerbt ihr euch nicht gleich bei der Zeitung weil das grenz schon an KRANKHAFTEN Idoten.,nothing
[USER] [USER] [USER] Lass die abstechen,nothing
"Komm schon, da gehen noch paar Millionen rein. Genug platz. Überfällt mal schön die Gutmenschen. Als rein mit dem pack.",nothing
Wer sagt das ich was schön rede? Klar läuft die asylpolitik falsch aber so freudig drüber reden das ein Mensch tot ist finde ich persönlich nicht richtig.,criticism
Tan Er und in euern Reihen sind Linksfaschisten und die müssen genauso bekämpft werden oder sehe ich das was falsch.,nothing
Die lässt sich wenigstens nicht abstempeln ! (y),nothing
ist doch völlig egal...,nothing
Theo Brenner Dann müsste ich jetzt eigentlich beruhigt sein ... aber da ich einem geistig INKONTINENTEN nicht glaube .....,nothing
"Ihr guten Dresdner, beschützt das Yenidze!",nothing
"Für wie dumm haltet ihr uns, Flüchtlingszahlen sinken ? SIEHE BAMF : [URL]",nothing
Mit Geld kann jeder viel machen xD,nothing
"ja ja ..immer diese Lügenpresse... nur im Namen PEGIDA's sagen sie die Wahrheit, stimmt's?! ...man liest überall dass es nur um die 15.-17.000 waren",nothing
Frankreich das Land was die Revolution erfunden hat .,nothing
weil man hier nur noch negatives liest.,nothing
"Ramon De la Perez!Setz Bitte Deine Drogen ab ! Armer Junge, sowas von verwirrt! Du bringst da was durcheinander! Du erkennst die Zusammenhänge nicht in dem Nebel in welchem Du dich befindest!",nothing
du bist ja ein ganz schlauer,nothing
"Sollen die doch in Kanada mal 200000 aufnehmen .Da ist genug Platz.Aber dort pickt man sich die ""Rosinen""raus.Früher nannte man das ""brain drain""",nothing
"Menschen mit anderer Meinung als ""Pest"" zu bezeichnen sagt alles,damit hat er sich völlig disqualifiziert.ich frage mich,wie,mit welchen Vokabeln bezeichnet er dann erst dis IS-Dschihadisten?!oder traut er sich das nicht!!",nothing
"Who said anything about religion????? Religion ALMOST as bad as communism, and BOTH are jewish!!",nothing
"Thomas Bruckner, für manche Sachen braucht man keinen Taschenrechner! Sofern vorhanden, reicht auch gesunder Menschenverstand!",nothing
"Sachsen haben Stolz :), aus welcher Ecke kommst du?",nothing
Fachkraft Sticht Fachkraft ab!!..,nothing
[[USER]] Das nennt man Demokratie die deine Gäste scheinbar nicht kennen?,nothing
"Ganz genau so sehe ich es auch. Diese Gutmenschen müssen dann und das ist mir sehr wichtig, entsprechend abgeurteilt werden, denn wenn diese meinen, sie könnten sich rausreden, dann liegen diese falsch!",nothing
Ich beobachte es auch mit großen Sorgen Wir müssen für vieles Kämpfen damit nicht alles in Schutt und Asche fällt !,nothing
Es geht nicht um Mitleid. Solche Aussagen von offizieller Seite können ziemlich schädlich sein...,nothing
das erinnert mich an ddr zeiten unter honecker: [URL],nothing
Irrtum ????????????,nothing
"jeder Minderjährige Flüchtlinge ohne Eltern kosten den deutschen Steuerzahler im Monat mind. 3000,-€ bis zum 16. Lebensjahr, dann bis zum 18. Lebensjahr ca. 4000,-€ MONATLICH, rechnet mal bundesweit",nothing
Warte noch eine weile auch im Westen werden sie irgendwann wach vieleicht jetzt ?? Köln Hamburg,nothing
Axel... das müsstest du mir doch am Besten sagen können,nothing
Seit wann ist die Antifa pazifistisch? Dann würde man es vielleicht verstehen.,nothing
"der stern weis es,schreibt aber das es bis donnerstag geheim ist ;-)",nothing
"Den stream könnt ihr vergessen, bricht immer zusammen, kein Ton obwohl es angefangen hat",nothing
"Erstmal brauchen unsere Politikdarsteller und Hobbyjournalisten Nachhilfe im lesen. Wer so klar gegen das Grundgesetz, das Schengenabkommen, das Dubliner Abkommen und die Genfer Konvention verstößt, der braucht uns nichts über Bildung erzählen. Vorallem weil jeder ""Ossi"" bis 1989 einen höheren Bildungsgrad hat als westdeutsche Abiturienten",criticism
"In Kiel wurde heute die erste eingeweiht, der Muzin darf täglich "" rufen ""!!!!",nothing
In München leben wie in Kiel doch soviel Gutmenschen.,nothing
"Mensch was ist bei euch los? Erst bachmann jetzt die Oertel... zerfleischt euch nicht selbst. Ich finde die Bewegung gut. Auch wenn der Titel ""Pegida"" nicht mehr ganz so passt weil viele wegen verschiedenen Dingen auf die Straße es bewegen. Bachmann soll sich jetzt zurückhalten. Tips kann er ja weiter geben.",nothing
"Man muss wissen, dass man da beim Einstellunfsgespräch nach dem Parteibuch gefragt wird. Als SPDler hat man gute Chancen.",nothing
Und was habt ihr gegen christliche Flüchtlinge?,nothing
Die gute Frau Päßler verhöhnt ihr eigenes Klientel. Wollen Sie nicht lieber bei einer privaten Krankenkasse arbeiten? Ist Ihnen der fleißige deutsche Arbeiter kein guter Kunde mehr?,nothing
"Wieso nicht ..wir sind doch alle für Friede ,Freude und Eierkuchen.",nothing
"wurde net ein verbot aller öffentlichen Veranstaltungen geplant???? da sieht man ja,wer jetzt mit seinen Besuch Provoziert.........",criticism
"Neuer Tag , selbe # #HaltDieFresseBild #HaltDieFresseSpringerPresse #HaltdieFresseReichelt #AfDrausausdenParlamenten #AfDVerfassungsfeindlich Behaltet euere Kinder zuhause da die Regierung ja eine Durchseuchung frei gegeben hat.",nothing
"egal ob es nun 17000 oder 25000 waren - fakt ist: es war friedlich, keiner hat sich provozieren lassen und es hat sich keiner bezahlen lassen !! alles ohne geile konzerte usw... und trotzdem so viele tausende menschen !! respekt .. und da es nichts umsonst gab, waren es auch nur 5000 gegner .. darüber sollte mal so manch einer in ruhe nachdenken ...",nothing
"Der soll lieber mal seinen Hals zu machen. Ich glaub kaun das andere Europäische Länder Russland USA oder Israel was dagegen haben.",nothing
"Und an alle ossis hier,ihr wart auch Flüchtlinge der DDR( gilt für die alters Generation)",nothing
Account gehakt?,nothing
Nonsense...,nothing
"Das war die Antifa, die das wieder auf die PEGIDA schieben wird",nothing
"Silvia Köln wir brauchen etwas länger, sind aber auf einem guten Weg !",nothing
Im Radio waren es nur 15000 Demonstranten ??????,nothing
Die Polen sind noch nicht so verblödet.,nothing
Nachtjacke ??????,nothing
Hatte zumindest einen konstruktiven Post erwartet.,nothing
"Gitta, Flugblätter und an alle öffentlichen Plätzen hängen, wenn ihr spazieren gehen wollt.",nothing
"Dresdner - haben ""Eier"" - danke dafür! (Im ""Westen"" - nur noch selten anzutreffen!! (und das sagt einer aus München!!) Danke Dresden!!!",nothing
"Otto Maier, so ist es: was Hänschen nicht lernt, lernt Hans nimmermehr. Was die mit ihrem mittelalterlichen Benehmen eingetrichtert bekommen haben, legen die nicht ab. Schmusekurs DE vereinfacht das ja auch.",criticism
Karin das kann durchaus passieren und wenn es nur vorübergehend in den Winterferien ist. Und zur Not werden die Winterferien bis März verlängert.,nothing
"Diana, haben sie Probleme..... Nur Kriege bringen Leid und Flüchtlinge.",nothing
Rock n Roll ??,nothing
Diese unterbelichteten idioten,nothing
Geht dieser Schwachsinn allen Ernstes weiter ....... jetzt mit eva braun als Führerin ???? Habt Ihr nix zu tun ??,nothing
"Es gibt Menschen mit Scheuklappen, du gehörst eindeutig dazu. Es gibt immer zwei Seiten, leider ist die böse die Gröste!",nothing
"Mein Dank geht an alle Staaten die überlegt in den heutigen Zeiten reagieren...das Pech unserer Zeit liegt wahrscheinlich immer auf der deutschen Bevölkerung, die auagepresst wie eine Zitrone wird...die von einer zur anderen Diktatur wandert ohne es rechtzeitig zu merken und sich und der Schlinge um den Hals zieht sich immer wieder zu...",criticism
ok,nothing
"Nein wir ändern das auch ohne euch wartet ab. Und auf den Landtagswahlen wird das anfangen. Ihr hattet 40 Jahre Zeit euch anzupassen.",nothing
[URL],nothing
[URL],nothing
"Aha und wer bist du, in der Name von Deutschland zu sprechen? ich bin nach Deutschland mit einer VISA, daher darfst du nicht mit mir auf diese Weise zu sprechen.",nothing
"Helmut Bue Alles klar .Zig tausend Menschen gehen wöchentlich freiwillig auf die Strasse.Sind alles Radikale,die bei jeder Demo Autos anzünden,Leute zusammenschlagen,Geschäfte plündern ,Barrikaden errichten,Polizisten beschimpfen und mit Steinen/Flaschen bewerfen.Alles klar Hr. Bue.",nothing
"Das hatte ich heute schonmal gepostet. Fand ihn ganz treffen, den Spruch. [URL]",nothing
Sie können zudem auch noch klatschen und Rosen verschenken-ist doch auch was??,nothing
AfD + PEGIDA = gemeinsam stark! (y),nothing
[URL],nothing
Das Problem mit dem Perso und die Lösung [URL],nothing
Warum maschiert Pegida Hamburg eigentlich noch nicht????,nothing
dem würde ich inzwischen nicht mal mehr ne flasche ohne wasser reichen ^^,nothing
"Prison Ships: since moslems want their environment free from infidels, this would work. [URL]",nothing
Ihr seid nicht das Volk. Keiner will so sein wie ihr.,nothing
[URL],nothing
Lustig ?????? kannte i schon kommt gleich nach FRIGIDA,nothing
"Danke an die Polizei, Pegida ist seit über einem Jahr eine friedliche Bürgerbewegung.",nothing
Sich erst mit Charlie Hebdo solidarisieren und dann für die Front National sein. Charlie Hebdo hat als größten Gegner die Front National. Oooups.,nothing
müssen Ösis erst Mutti fragen ? wie krank ist das denn ?,nothing
Euch verdammten Pegida Idioten ist doch nicht mehr zu helfen,nothing
"Pegida und Legida gemeinsam, super ! Und alles friedlich, das ist wichtig!",nothing
"Ihr seid doch echt krank und blind und unverschämt und respektlos, Ihr Antifanten! Und ... MEHRHEIT? ... IHR? ... wovon träumt Ihr eigentlich nachts??? Musste echt gerade lachen über Eure Überschätzung!!!",nothing
"Ich glaube nicht, dass auch im Ausland noch jemand lacht. Die bedauern uns eher und sind froh, dass sie selbst NOCH nicht dran sind.",nothing
"Hätte gern mehr gelernt in der Waldorfschule , wenn du Torsten Schindler nicht immer gestört hättest mit deinem Auffälligkeits- Syndrom",nothing
Hab gehört dass Tierabwehrspray und Teleskopschläger ganz gut helfen sollen....,nothing
"Ziemlich widerlich, wenn Muslime sich mit Juden im dritten Reich vergleichen. Maulschelle, setzen, sechs",nothing
Wir werden dann wohl auch sehen wie viele bezahlte Demonstranten die Gegenseite auffährt . Wie ich gelesen haben war der Stundenlohn bei 10€ ob sie diesmal noch mehr zahlen und das von unseren Steuergelder . Ihr solltet vielleicht auch filmen und Plakate hoch halten wir werden nicht bezahl dafür das wir demonstrieren Wir zahlen noch für die Gegendemo mit unseren Steuergelder,agitation
Leute schaut euch die Zeichen an... Das war ironisch gemeint.,nothing
das Militär und Polizei muß uns helfen und die Grenzen verteidigen,nothing
"Vielleicht, weil Du das Ausbleiben von Lob und Schmeichelei als Angriff und Beleidigung wertest und die Medien sich Deiner Sicht nicht anschließen",nothing
"NICHT der künstlich geschürte FREMDENHASS ist besorgniserregend, SONDER der suizidale DEUTSCHENHASS!",nothing
[URL],nothing
"Michael Karlshorst Michael Karlshorst nein es gefällt uns besser wenn die Ungarn mit Steinen beworfen werden,du hohle Nuss!",nothing
"Mir ist lieber, die versammeln sich in München, als hier in Hamburg, wenn es denn sein muss, hier sind schon viel zu viele von denen.",nothing
Aber mit der Spendenbüchse rumrennen und von A F D Leuten Geld annehmen. Von mir nichts.,nothing
Ich habe mehr Ahnung als du denkst.... aber ihr habt euer Gehirn gespendet sofern eins vorhanden war.,nothing
seid...,nothing
"Das macht mich alles nur noch wüten, dieses Dreckszeug! ???? Hoffentlich wird der blöden merkel der arsch weg geblasen, sorry das ich das mal so ausrücken muss!!! Wer braucht die denn!? die macht doch nur Ärger und hat nichts, aber auch gar nichts im Griff -.- sie ist am Ende diejenige die zuerst verschwindet und uns Bürger in der scheisse sitzen lässt die sie vollbracht hat!!  Aber am Ende ist das Volk schuld, weil das Volk dieses Stück gewählt hat und nicht auf die Straße gegangen ist!!! Jetzt haben sie den Salat... Weil alle einfach nur geblendet sind und sehr Stark unter realitätsverlust leiden. Jetzt bekommen wir die Rechnung.",criticism
Alles nur damit man keine schlechte meinung mehr über die ganze Situation wegen flüchtlingen hat,nothing
Püh,nothing
das gleiche Verhalten gab es hier in Berlin ebenfalls - [URL],nothing
"ich kann gar nicht so viel fressen, wie ich kotzen möchte!",nothing
Ich habe den Text des Herrn Klaus Werner Stolle ebenso kopiert.,nothing
[URL],nothing
"frau merkel wenn man sie als sprecherin der invasoren kennengelernt hat reicht das vollkommen aus um zu wissen wer uns die ganze scheiße eingebrockt hat, also bitte keine empfehlungen ausgerechnet von ihnen. nein danke",criticism
Machen sie aber erst wenn nix mehr zu holen ist...,nothing
Der steht in der Öffentlichkeit da sind die like Massen nicht zu werten der vergleich passt schon ganz gut yvonne,nothing
Wirtschaftsflüchtling?,nothing
[URL],nothing
Harald Bode Se,nothing
"[[USER]] - mit Schröder wäre niemals diese Russland-Hetze entstanden, er hat ja die Russlandbeziehungen-Handel aufgebaut und Merkel tritt dies mit ihren füssen und kriecht lieber der USA in den A....,Schröder hätte die USA in ihre Schranken gewiesen und niemals diese Situtation wie sie jetzt ist zu gelassen .",criticism
"Der hat doch einen Knall, der Maaßen, wie alle #FCKNZS Die #CDU will/wird mit der #fckafd koalieren. Am Wahlabend wird es dann heißen:""...unter demokratischen Parteien... 😡🤢🤮 Hans-Georg Maaßen wirft den Grünen „Rassismus gegen die eigene Nation“ vor [URL] [URL]",criticism
"Der Zentralrat der Juden warnt vor Pegida, weil dort Antisemiten auch mitmachen und geht zur Gegendemonstration, obwohl dort Antisemiten mitmachen.",nothing
"1992 in Rostock-Lichtenhagen waren das auch alles nur ""besorgte Bürger""...Selbstverständlich, Ausländerfeindlichkeit lief schon immer vollkommen friedlich ab.",nothing
"Schließlich darf man auch jemanden langsam mit dem kfz wegschieben, wenn man von einer person blockiert wird ??",nothing
"Aber lustig ist es immer, wie zum Beispiel im ARD ganz schnell die Kommentarfunktion beendet wird.",nothing
Ich kann zwar euren Dialekt nicht ausstehen und die Kümmelei in eurem Essen ist abartig aber ich bin stolz auf alle Sachsen. In Mecklenburg passiert ja alles 50 Jahre später aber leider wird es dann zu spät sein...,nothing
"PEGIDA-Demonstranten sollten das Wort ""Lügenpresse"" nicht mehr benutzen, weil es aus unserer deutschen Vergangenheit negativ belegt ist. Benutzen Sie bitte stattdessen das Wort: ""Fälschungspresse"". Danke.",nothing
Weitermachen !die Rede von Kathrin war echt super!!,nothing
"Denkt der allen Ernstes, dass Du das auf dem Foto bist? :D Geil, ich kenn nen Promi :D",nothing
"Oh, man das kann ich mir nicht antun. Solche stark verlangsamten Vollpfosten machen mich aggressiv.",nothing
"Das würde uns doch nur verunsichern, so etwas gibt es doch nicht in unserer Buntesrepublik. Ich könnte ko..... bei der Verarschung durch die Behörden. Sollen sie doch ehrlich sein, dann könnte man wieder Vertrauen aufbauen. Aber so wird nur Vertrauensvorschuss gefordert. Pfui",criticism
"Warte nur noch drauf, daß ein ehrlicher Flüchtling den Lügenbeutel der Lügenmedien findet, aus dem sie uns immer wieder so einen Quatsch auftischen. Vielleicht findet demnächst auch einer eine Tasche mit druckfrischen 600Euro- Scheinen! Hahahahahahaha....??????",criticism
Alexander Herr..wie meinst Du das denn??,nothing
"[URL]  Da mal was interessantes zur Krise ;) Sehenswert",nothing
Bei der letzten PEGIDA demo am 07.06. waren 2000 Mann ? Kann man jetzt schon in die Zukunft sehen ?,nothing
"Interessant dass pegidawatch alle Kommentare löscht die nicht ihrer Meinung sind. Seit 10 min dürfen auch ""nicht-liker"" keine Kommentare mehr schreiben.",nothing
"Kleinere Beleidigungen stören ja auch nicht weiter. Wer jemandem aber Rät eine Briefbombe zu schicken... Das ist schon ein anderes Kaliber.",nothing
Es gibt ein unterschriebenes papier das medien keine namen schreiben dürfen wenn migranten die täter sind..aber wenn ein deutscher das getan hätte den sein name erscheint,criticism
Das jemand das Wort Bildungsfern in den Mund nimmt aber seid und seit nicht unterscheiden kann. Da sollte man ganz gepflegt still sein! ;),nothing
"Ich lerne hier täglich dazu. Die Aussage, Dresden habe eine verschwindet geringen Anteil an Migranten, ist ein klassisches ""Totschlagargument"". Wer zensiert denn hier wen?",nothing
Die Farben der Revolution(französisch)...,nothing
Sozialismus/NS=politische Missbildung. Hirnkontamination.,nothing
:::WEIL SIE KLUG SIND:::,nothing
Das Volk ;),nothing
[[USER]]: siehe Link oben...,nothing
"Alloha Snackbar Rufe, mein erster Lacher am heutigen Tag in dieser schlechten Zeit ??????",nothing
waren bestimmt antifa ärsche,nothing
Gibt andere Formen des Protests.,nothing
Stehen die Polizisten dort nur zur Zierde rum?,criticism
"Einigkeit und Stärke im Dritten Reich! Wir fordern den Ruhm unseres Vaterlandes zurück. Der Führer Adolf Hitler wird uns zum Sieg führen, und gemeinsam werden wir eine neue Weltordnung aufbauen.",agitation
"Ein gutes Herz für Menschen zu haben und Angst um seine Familie und sein Land schließt sich nicht aus.Beides gleichzeitig ist immer noch vorhanden,nur irgendwann ist der Selbstschutz größer.",nothing
"Ich erzähle Euch mal eine Geschichte von ein paar Freunde, die Zecken und Punks waren.... Inbrünstig ""Pro-Asyl"" vertraten.....usw. - nach Ihrem Umzug nach Neukölln wurden aus ""Links-Autonome"" nahezu ""Rechte""",criticism
wen du den denkst ;-),nothing
"Meist finden sie ja nur Smartphones, wie z.B. Silvester... oder eben Messer, ich hoffe es geht dem Bundespolizisten In Hannover wieder besser.",nothing
wenn überhaupt da wird dir wohl der magen knurren weil nichts ankommt.,nothing
"Richtig Ben,im Kalifat Köln sah es vor 30 Jahren auch noch zivilisierter aus.Und darum, wehret den Anfängen!",nothing
"""um die 20.000 - 25000 Mitbürger/innen"", laut Polizei um die 17000 !",nothing
die werden sich vor angst in die hose scheißen,nothing
Einschläfernd....,nothing
[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Sie schreiben doch „brauner Dreck“. Das schließt daraus dass Sie Nazis meinen. Jedoch erkenne ich gerade dass du ein Kind bist und von Sachen redest die dir dein grüner schwuler Lehrer irgendwie erklärt hat. Geh spielen und lass die Erwachsenen über Erwachsenenthemen sprechen.,nothing
Wenn Deutschland anfängt einen Zaun oder Mauer zu ziehen helfe ich unentgeltlich mit und nehme mir Urlaub dafür!!,nothing
"Spenden zu Gunsten von Obdachlosen, armen kinderreichen Familien oder Nachwuchsabteilungen von Sportvereinen wären tausend mal angebrachter ...",nothing
Die Gegendemo 4.1.16 :D [URL],nothing
"Ja, das stellt Euch mal vor. Nur ein Thema und Pegida hätte schon dreißig Prozent. Warum wird dann nicht endlich eine Partei gegründet?",nothing
"Ihr seid alle so wiederlich und dumm. Schule war bei euch bestimmt nicht jeden Tag wichtig , sonst hättet ihr aus der Geschichte was gelernt . Und er hat so recht. Allerdings gibt es ein Problem ihr versteht es nicht , da ihr Schwachköpfe seid.",nothing
"Nein David Hohensee Der Islam ist nicht friedlich,da wird zu Mord und Todschlag aufgerufen und anderen Leuten den Schädel einzuschlagen.Türken sind kriminelles Ungeziefer,das vernichtet werden muß .Notfalls mit Atomaren Gegenschlägen bis den Scheißern ihr Hühnerfraß im Hals stecken bleibt",nothing
[URL],nothing
"Hat jemand die Leute gesehen mit ihren Schildern "" Herzlich Willkommen""? Wo sind die? Hosen voll?",nothing
Eure Angst vor der Zukunft ist leider berechtigt denn wir sind bereits islamisiert. Was Merkel und die anderen Verräter anrichten ist irreparabel.,criticism
Solch eine AWO werden wir abschaffen.,nothing
Man merkt sie sind schon längst infiziert. Die abuchakas haben ihnen den kopf gewaschen. Aber was kann man in duisburg auch anderes erwarten.mit ihnen möchte ich nicht tauschen,nothing
Die bienen Deutschland.....??,nothing
Muss ich doch in Keller noch mal runter das kriegsmoped auspacken. Da die ja Krieg wollen :),nothing
"Die machen sich einfach nur noch lächerlich mit dem Scheiß den sie schreiben und erzählen, wer glaubt denn diesen Quatsch noch. Mal sehen wann sie es aufgeben den Deutschen hier so ein Mist zu erzählen.",nothing
"Ganz ehrlich, wir sollten uns lieber über die Osteuropäisierung sorgen machen...  [URL]",nothing
Richtig dumm!!!,nothing
Schätze wenn man den Nazgul da ihre AK wegnimmt ist nicht mehr viel mit denen los...,nothing
Hoffentlich mit Spaziergang! !!!,nothing
Griechenland ist Wiege der Kultur. Als die Germanen Rohfleisch gefressen haben gab es schon Demokratie in Griechenland. Es schadet nicht die Bücher zu lesen statt nur in Kneipe zu hocken und saufen.,nothing
hat mal jemand hier geschrieben...lange ist es her....der hat mir aus dem herzen gesprochen....,nothing
nee angelsachsen sind die vorfahren,nothing
Und all das hat wieder einmal nichts mit dem Islam zu tun.^^,nothing
"glaub mir Toni Loeb,  Ich seh die Realität direkt vor mir, und mit offenen Augen und faktischem Hintergrundwissen. Dich verbal anzugreifen, war nicht meine Absicht, es gibt hier einige Kommentare die mir so auf den Zeiger gehen, dass ist nicht normal! Meinungsfreiheit gut u gern, aber keine Hetze. Für diese Hetzer galt mein Schreiben... (Das bisschen Vokabular ist grad gut genug für solche)  Ich bin äußerst genau über das Weltgeschehen der letzten 500 Jahre aufgeklärt! Und zwar auch über die Grenzen Deutschlands/Europas hinaus!  Dir auch alles Gute.",nothing
Das ist das Problem bei uns deutschen wir halten einfach nicht zusammen!!!!,nothing
"Immer wieder, nur PEGIDA !!!",nothing
Nein Danke!!!!!,nothing
Vielleicht wollten die nur ihre Feuerzeuge nachfüllen.,nothing
"Das mag ja vielleicht sein, nur wird hier das falsche Ventil benutzt! Die Flüchtlinge oder Claas und Joko dafür zur Verantwortung zu ziehen, ist nichts weiter als dämliche Propaganda.",nothing
"Daran erkennt man doch das perfide Spiel von Politik, Medien und der Gutmenschen. Es ging ihnen gar nicht um die Aussagen und Forderungen von PEGIDA. Es ging und geht ihnen darum, die Menschen in die rechte Ecke zu drängen um ein Feindbild aufzubauen, damit von den eigentlichen Problemen abgelenkt wird. Von Anfang an wurde PEGIDA in den Talkshows vorgeführt als das Urböse, während Leute wie Patzelt sagten, Ihr müßt mit den Menschen reden und genau hinhören. Heute reden sie wie selbstverständlich in jeder Talkshow genau über die Probleme die PEGIDA angesprochen hat als ob sie das Rad neu erfunden hätten und lassen sich bei jeder Gelegenheit auch noch dafür feiern. Warum kann sich ein Seehofer direkt neben die Kanzlerin stellen und PEGIDA Forderungen stellen ohne das er mit Schimpf und Schande davongejagt wird! Warum hält dann die Kanzlerin keine Rede im Fernsehen mit den Worten: ""Folgen Sie denen nicht!",criticism
"„Amerika - die Entwicklung von der Barbarei zur Dekadenz ohne Umweg über die Kultur.“ Georges Clemenceau",nothing
Ich wähle natürlich auch AfD aber für die nicht ganz so Mutigen dann bitte CDU !,nothing
Ein Hoch auf Ungarn,nothing
ER an die Spitze von PEGIDA!!! [URL],nothing
BRAVO... MAGNIFICO !!!,nothing
Die Tracks sollen einfach weiterfahren. Dann ist die Straße wieder frei und das Pack kommt dann nie zu uns.,nothing
"Unsere ""Politiker"" zerfleischen sich gegenseitig, eigentlich ist es nur noch eine Frage der Zeit;)",criticism
Sind ja auch Babys ... Benehmen sich jedenfalls wie welche . Wollen alles haben ohne Gegenleistung. Kinder die was wollen bekommen es auf die Bollen hieß es doch früher oder.,nothing
"Die deutsche Arbeitsagentur wird im Wesentlichen aus den Beiträgen der sozialversicherungspflichtig tätigen Arbeitnehmer und deren Arbeitgebern finanziert. Frei nach der Logik: ""Wessen Brot ich eß, dessen Lied ich sing..."" bedeutet dies für mich, dass die Arbeitsagentur die Interessen der deutschen Arbeitnehmer und Arbeitgeber sowie der 3 Mio. deutschen Arbeitslosengeld-I-Empfänger vertreten sollte. Damit dürfte diese Behörde mehr als ausgelastet sein. Kommentare über PEGIDA oder andere politische Erscheinungen stehen diesen Leuten nicht zu, genau so wie den Vertretern der IHKs und der Handwerkskammern. In den Chefetagen dieser von keinem benötigten Wasserkopfinstitutionen sitzen unnütze Leute, die von unserem Geld leben und sich dafür das Recht herausnehmen, uns zu sagen, was wir in unserer Freizeit zu tun und zu lassen haben. Also wir sehen uns am Montag 18.30 Uhr Dresden Neumarkt!",criticism
Guten Morgen! ;-),nothing
Das muß geändert werden!,nothing
"Bisher durften die ja nicht...aber jetzt wo sie es bald können,tippe ich trotzdem schwer auf die ""Fachrichtung Schlüsseldienst "" (Einbruch&Co.)",nothing
Top Antwort!!!!!,nothing
"Das Zeltlager befindet sich im Industriegebiet und die nächsten Anwohner befinden sich weiter weg, fast ein Kilometer.",nothing
"Guten Morgen Herr Schuster. Das sagt Pegida seit über einem Jahr und wurde dafür als Pack, Mischpoke und Ratten beschimpft. Willkommen im Club.",nothing
[URL],nothing
[URL],nothing
Demonstrieren außerhalb vom Dienst ist erlaubt,nothing
"Man habt ihr hier alle ne klatsche... Dass ihr überhaupt existenzfähig seid ist das einzige, was mich an euch beeindruckt.  Und weil ihr wahrscheinlich denkt ich rede von Arabern, sonstigen Afrikanern usw. ... NEIN, ich meine euch Handvoll minderbemittelte Mitteleuropäer. Sagt mir mal bitte, wo euer sinnloser Hass herkommt? Ihr schiebt doch einfach nur Bock auf Stress weil euer Leben, in euerm Dorf zu langweilig ist",nothing
"Nicht nur sie ,alle Parteien in Berlin !",criticism
Den Trümmerfrauen gehört ein Denkmal gebaut.,nothing
"joa dacht ich mir ^^ wobei ich nicht glaub, dass du den Tipp brauchst. Ich fürchte das hat sich schon erledigt....",nothing
Welches Aufwachen ist es Mihai Cologne?,nothing
hallo liebe freunde wir lassen uns von irgendwelchen politisch korrekten medien oder von der politik nicht in ein schlechtes licht stellen wir sind eine friedliche protestbewegung und wir sind auch nicht eine plattform für rechts populistische schreihälse,nothing
Da habt ihr völlig recht! Immer wenn ein Verbrechen passiert an dem jemand beteiligt ist der arabischer bzw türkischer abstammung ist ist das natürlich sofort islamistischer terror!,nothing
"bei ntv waren es natürlich 12000.also ich muss sagen, langsam wirds schon vorsichtig mal ausgedrückt,merkwürdig und unglaubwürdig was das tv berichtet.",criticism
"Lieber nicht mit den Amis, schafft ihr auch allein",nothing
Last euch nicht unterkriegen ein Rheinländer,nothing
"Leider scheit es Heutzutage , geradezu Pflicht zu sein den gegenüber falsch verstehen zu WOLLEN . Was sollen Gespräche da noch bringen , wenn selbst POLITIKER , deren Werkzeug doch das WORT seinen sollte , Gespräche mit großen teilen der Bevölkerung ablehnen.",criticism
"Göttlich sie machen es doch nicht anders ... regen sich auf jeder linke ein radikaler ... na was tun sie denn ?   Erstmal an die eigene Nase fassen ...",nothing
Es lebe das Christentum!,nothing
Diesel Sowas sagt man nicht schwachkopf jeder hat eine andere Bezeichnung für gott!,nothing
das ist der Franken-Depp (im Beisein eines Logopäden)!!!,nothing
Lüge,nothing
Hassknecht ist der beste. :-D,nothing
Eigentlich geht den Arbeitgeber die politischen Aktivitäten des Arbeitnehmers nichts an. Es ist eine Frechheit das der Arbeitgeber einen Vorschreiben will wie man zu denken hat. Normalerweise kann der Arbeitnehmer den Arbeitgeber verklagen wenn er eine Kündigung bekommt nur wegen eine andere politische Ansicht.,nothing
Der hier? [URL],nothing
die bekommen wir doch locker auch noch unter. WIR SCHAFFEN DAS ??,nothing
Ich stelle mir gerade vor wie beschissen es ist das Du in meinem Land bist.....,nothing
"Ach der Nils, möchte mit den Großen reden.",nothing
"Ja erschreckend wie verkommen ""die da oben"" sind. Ich hoffe sie werden eines schönen Tages ihre gerechte Strafe bekommen!",nothing
Gay Guy?,nothing
"Könnte es sein, daß Ihr ausgenutzt und aufgewiegelt werdet, ohne es zu wissen und zu merken?",nothing
Gg,nothing
"Na haben die gedacht ,die bekommen Blumen beim Versuch illegal und gewaltsam die Grenze zu überqueren?? Richtig so!!",nothing
