id;description;vio
972194996152257;Hier waren sie: https://www.youtube.com/watch?v=d-aL_tRcEKQ;nothing
1134075843297504;"Klar, Flüchtlinge besser kennen lernen. Am Besten durch den Dickdarm ???? (falls man nicht WEIBLICH ist). Die machen doch vor NICHTS HALT. Falls ich falsch verstanden werde.......... ""Rentnerin vergewaltigt""    Sicher nur ein Zufall.";nothing
1078327128872376;Die gefakten Papiere werden in Bangladesh und Pakistan hergestellt, Material (Chips usw.) dafür kommt aus China und Deutschland!;nothing
1136936003011488;Nur noch alles zum kotzen;nothing
977215008983589;https://www.facebook.com/norbert.puskas.77/videos/1148970678465209/;nothing
1012289332142823;Dan oder dann, das ist hier die Frage!;nothing
977135918991498;Wie lange lassen wir uns das noch gefallen ist die richtige Frage;nothing
857444044294020;Dann nenn mir doch die richtige Statistik. Bitte :);nothing
857621440942947;Ist doch Lügenpresse!!!;nothing
858302704208154;Franz Saller geh bitte erst arbeiten bevor du über deutsches geld redest;nothing
963484163690007;alles gesagt,würde ich so unterschreiben;nothing
1057405367631219;Se tyskerne kan finde ud af at afvise. Kunne de danske politikere blot agerer ligeså;nothing
858389137532844;die bösen Medien... warum sind dann nur 20.000 hingegangen, wenn hier über 100.000 Liken... Wenn alle so dahinter stehen würden, dann dann hätten sie sich auf der Straße beteiligt...machen sie aber nicht - die meisten...;nothing
1012885632083193;Was hat der Schuster gegen Pegida gehetzt und nun hat er ähnliche Erkenntnisse.;nothing
855000524538372;Den Gefallen tun wir denen sicher nicht!;nothing
1063422763696146;Mehr mittel gegen rechts!!!!!;nothing
856857974352627;Sozialhilfe ( Hartz 4 ) abschaffen - dann verhungern die alle.;other
857874730917618;Ich dachte, meine Frage war tolerant und weltoffen genug formuliert.....;nothing
882485565123201;"Seid wann denkst du recht ,ja übel
So kann ich dich nicht sorry";nothing
856833507688407;gröhl, jetzt baut die ard das Thema pegida schon in die Lindenstraße mit ein....;nothing
862020527169705;"Von euren Pegida-Rednern ;)";nothing
968062103232213;Wenn sie Ihr Leben retten wollen ist das richtig , warum müssen sie sich dazu ein christliches Land aussuchen . Es gibt sehr viele moslemische Länder auf der Welt wo Frieden ist. Warum gehen Sie nicht dorthin . Emirate , Katar, . Warum müssen sie in eine fremde Religion einbrechen und die Forderungen ihrer Relegation dort mit Gewalt umsetzen (Suhl).;nothing
856748501030241;Die Polizei zählt bei Großdemos in 500 er Schritten. Also scheinbar eine Lügenzahl die von oben ausgerufen wurde.;nothing
858401597531598;im Großen und Ganzen machen sie es so wie ihre Vorbilder in Berlin, scheinbar haben sie gut zugeschaut ^^;nothing
857363084302116;Auch in die Schweiz ,England,USA....;nothing
856956397676118;Die Gutmenschen sind wie unsere Politiker, nur hetzen ohne zu wissen um was es geht. Ich mag den Gabriel nun nicht wirklich, aber er hatte wenigstens den Schneid sich mit Pegida Anhänger zu unterhalten. Etwas was vielen Gutmenschen hier total abgeht!;nothing
882695448435546;Ein paar schnurrer weniger nicht schade drum.;nothing
945387245499699;dieses Gedicht , wird in LE als Lied vor jeder Kundgebung gespielt .Ich liebe es;nothing
1035132136525209;Weiter so ????????????????????;nothing
857830947588663;Amir, werde erst mal Erwachsen !!!!;nothing
1123545421017213;Norbert Labert;nothing
1010764065628683;"Wenn die  masse der Bürger mal los Rollen sollten wer will sie aufhalten die Hampelmänner vom Bundestag ?
Dieser Tag wird kommen fraglich ist nur wann";nothing
856838867687871;Lies mal richtig, es geht gegen die Islamisierung des Abendlandes.;nothing
1096028327102256;wenn es denen nicht passt: raus mit den flüchtlinge. (ausweisen) hier her kommen und demonstrieren Raus damit!!!;nothing
1065865826785173;Also andersdenkende müssen politisch gebildet werden...das hatten wir doch schon einmal?;nothing
874508542587570;"Kein ding ;-)

Macht euch kein kopf...";nothing
857546290950462;"Pro Pegida !! 
Es wird so lange weiter gehen bis sich etwas ändern wird, zum Wohle von uns Allen !
(Ja auch für die Ausländer) !!";nothing
856912151013876;Hu Bi, spätestens,  wenn Dich jemand Idiot nennt,  würdest Du nicht mehr von Meinungsfreiheit reden. Sei froh, dass man so tolerant ist, eine No Pegida Gruppe hätte Dich schon längst rausgeworfen;nothing
856749547696803;es erste mal das rtl positiv über pegida berichtet hat;nothing
856758041029287;Klasse !! Ich bin stolz auf Euch !!! Weiter so ...;nothing
982674521770971;mehr dummes Zeug und Schwachsinn fällt dir nicht ein ?   Aber der Name sagt ja schon einiges !!   Du Schwachmat !!;nothing
855032571201834;Aber Mirko  klar und auch die Antifa die hier die Leute von Pegida beleidigen  und bedrohen . Hast noch nie davon gehört das wenn man in Deutschland aufs Amt geht' und du   ein wichtiges Anliegen hast ,du lieber einen gut gefüllten Umschlag dabei haben solltest . Und warum wird den nicht von den radalierenden  und prügelnden Anifas wärend und nach den Demos  in der Presse berichtet;nothing
856762854362139;"Die Angaben die von ""Offizieller"" Seite raus gegeben werden kannst du in die Tonne kloppen!!! Bestes Beispiel die Zahl der ""Gegendemonstranten"" vor 2 Wochen in Hannover: Stunden nach der Demo waren es 13500, nächsten Tag waren es 17000 und gegen Abend auf einmal über 20000!!! Die legen sich das so hin wie es für die Gutmenschen besser aus sieht!!! Also geh mal davon aus das heute um die 25000 da waren...";nothing
935445313160559;http://www.hellstormdocumentary.com/recommended/;nothing
1044307268941029;Merkel will Alle selbst haben. Unser Untergang.;nothing
1096024657102623;in Ausbildung befindliche Terroristen von morgen auf ungeplanten Zwischenstop nach G€rmon€y, müssen sofortigst hergeholt werden;nothing
1056925864345836;Im Januar kamen offiziell 92.000 !!!  :(;nothing
857835690921522;Intolerante Menschen ? Ja genau, sie haben verkackt wie gesagt.;nothing
1012282675476822;Wer liest den schon Texte ?;nothing
856753584363066;wird den aber nix nutzen pegida bleibt aktiv;nothing
857187984319626;du hast keine ahnung, daniela matthäus reum;nothing
982739818431108;Wir haben uns die Pest ins Land geholt ! Wir wurden auf linke Art,ohne Krieg,besetzt ! Alles nur hirnlose Idioten,die das zu verantworten haben !;nothing
1055213607850395;Hehe ... das wird noch viel schlimmer werden. Es ist von der EU geplant, das die nächsten Jahre bis zu über 60 Millionen sogenannter Flüchtlinge aus den Afrikanisch-Asiatischen Raum nach Europa kommen sollen. Ist alles von den Mächtigen so geplant, die Durchmischung der Völker, weil sie Nationalität und somit das Zusammengehörigkeitsgefühl ausmerzen wollen. Dies steht den Mächtigen im Wege, denn sonst könnten sie ihre eigensüchtigen-skrupellosen Pläne der Neuen Weltordnung nicht durchsetzen. Zudem soll Europa gezielt ins Chaos versetzt werden, Die Radikalglobalisierer wissen, das viele junge Männer aus den afrikanischen Raum zu sehr viel Aggression und Gewalt neigen. DArum werden sie auch alle reingelassen. Ganz zu schweigen von den ISIS-Kämpfern, die von Kriminellen ohne KOntrolle hier eingeschleust werden. In diesem extrem bedenklichen Zustand - wo es gefährlich wird - sind die grössten Deppen dort zu finden, die ihre Refugess-Welcome-Parties feiern, und die Bahnhofsklatscher mit ihren Teddybärchen. Weil sie im endlos naiven Glauben sind, das alle Einwanderer nach Europa bloss arme, liebe Menschen seien. Nichts gegen die echten Kriegsflüchtlinge - denen wahrhaft geholfen werden muss, aber nicht die Pseudo-Flüchtlinge, die sich wie Heuschreckenschwärme hier ausbreiten, und sich wie Säure durchfressen werden, bis alles zerstört ist;nothing
856845424353882;Der linken-Grünen Szene läßt man zu viel Raum, obwohl sie eine Minderheit vertritt. Schaut euch mal Walle, Gröpelingen oder Tenever an. Ist das noch bremisch? Familien Clan Miri läßt grüßen;nothing
876528492385575;Dass das nicht schon längst verbreitet wird, wundert mich schon länger!;nothing
1056680681037021;Man kann nur hoffen das auch die letzten Schläfer, Gutmenschen, Bahnhofsklatscher und ähnliche Idioten auch, wenn auch auf grund deren Blödheit nur teilweise, mal eines Tages aufwachen werden.;nothing
1069143589790730;werde nie verstehen , das die meisten Menschen in Baden Würtemberg  immer noch die Grünen wählen wollen. Habt ihr kein Gewissen euren Kindern gegenüber?;nothing
1120264741345281;"Maas nennt AfD ""nationalistisch und frauenfeindlich""

Als ""nationalistisch, autoritär und frauenfeindlich"" bezeichnet Bundesjustizminister Heiko Maas die rechtspopulistische AfD. Und rückt die Partei gleich in die Nähe autoritärer Staatschefs. http://www.welt.de/politik/deutschland/article155397745/Maas-nennt-AfD-nationalistisch-und-frauenfeindlich.html";nothing
1108385832533172;"Lasst mal die Einheiten ran die beim Fußball eingesetzt werden.
Die hauen da richtig Pfefferspray rein und dann schreien sie wie die Babys
Aber die Einheit pflügt sonst Blümchen diese Luschen";call2violence
858292367542521;Nein aber ich will auch keine Lieder hören die Nazis sangen als sie andere Menschen vergasten.. Bei der Argumentation könnten sie ja genauso gut das Horst-Wessel-Lied anstimmen ... !!!!;nothing
1123533724351716;Da wuerden einigen die Kinnlade nach unten gehen.;nothing
1136968209674934;Machst dat vom Handy?;nothing
856746944363730;RTL sagt 17000 und 1000.;nothing
985368888168201;Bravo.vielleicht sind wir zum nächsten Weihnachtslieder singen richtig viele.ich wünsche es mir so sehr.danke ihr Dresdner;nothing
857024784335946;Mehr US Söldner:https://www.youtube.com/watch?x-yt-ts=1421914688&v=jW1JdOXdJkU&x-yt-cl=84503534#t=31;nothing
1063646403673782;Und plötzlich ist es der grüne Fleck Deutschlands?;nothing
1012420632129693;Dafür müsste er lesen können. Bei der Qualität der Kommentare sehr unwahrscheinlich.;nothing
982658971772526;Ich sehe aber in Fernsehen viele viele junge Männer. ...Frauen weniger. ....aber vielleicht sehe ich nicht mehr soooo gut;nothing
855053067866451;Und die Grammatik dieser Patrioten...wirklich erfrischend :-);nothing
1052382238133532;"erschreckend..... 

Aber.... wir sind doch von der linksrotgrünen Weicheier Politik doch vollkommen entmündigt worden.... 50 Milliarden kostet uns diese ""wir schaffen das"" Scheisse.... aber bei Hartz IV, Altenpflege, Kindergärten, Kinderarmut wird nur dauernd eingeschränkt?

Ab wann darf sich ein Volk auch mit Gewalt wehren, wenn die Verhältnisse immer unerträglicher werden?

Generalstreik und zwar sofort! ... und Neuwahlen!";call2violence
856965634341861;Cihan Calis. Lern du erstmal lesen!;nothing
858545610850530;I am half German, so I have every empathy with them. Why are the Brits so lazy, they couldn't organise a birthday party let alone an important stand against something that is so horrific. Please give it a rest you are wasting your time. I believe in what they say and always will. Open you eyes!;nothing
882696431768781;also ich kenne euch plauener anders.ich will nicht sagen,,radikaler,,aber ihr ward zu ddr zeiten mal richtig gut drauf.wo ist euer kampfgeist geblieben? mensch jungs,raus und mal richtig auf die kacke haun,wie in dresden.tschaui;call2violence
1064990366872719;Ich lach mich tot ??;nothing
856792207692537;Naja, mehr sind es nicht geworden. Im Gegenteil: Laut PEGIDA waren es das letzte mal 36.500 - an einem Montag !;nothing
987835977921492;Ah Mister Perkins mit Knallefekte und so!!! ???????;nothing
1012365412135215;Die haben doch nicht alle Schweine im rennen die sind hier in der BRD und nicht sonst wo !!!!;nothing
857564017615356;from Oxford University United Kingdom: https://www.youtube.com/watch?v=Ncw1UQzi1F4;nothing
946611872043903;Wunderbar, und hoffentlich werden die diesmal in die Stadtbezirke mit den größten Stimmenanteilen für rot, rot und grün gesteckt. Die haben doch eine richtig gute und richtige Willkommenskultur. Dann kann ja nichts passieren.;nothing
857912324247192;Stimmt, mit kostenlosen Konzerten, Faschingsveranstaltungen etc. kommt ihr vielleicht annähernd an diese Zahl. Blöd nur, wenn  es dass bald nicht mehr gibt.;nothing
982796208425469;Nur mal so nebenbei... PEGIDA ist wieder bei 160.000 angelangt... la la la..;nothing
1064990843539338;Die Gibson lag im Bernsteinzimmer, aber das wollen sie uns erst nächste Woche offerieren!;nothing
855006274537797;Ihr seid so GROSSARTIG!!!;nothing
856906691014422;Ja da muss man mal überlegen mit wem man da Mitläuft;nothing
1108240655881023;Es muß endlich was geschehen!!!!;nothing
888040844567673;Zum einen Danke für die unkomplizierte Zusammenfassung des Wahlvorganges. Zum anderen für die Klarstellung was FN in Frankreich für einen Stellenwert hat. Und zum dritten für die moralische Unterstützung, so das man sich nicht immer so alleine vorkommt mit seinen Gedanken und Zielen. Merci Beaucoup Monsieur...;nothing
945432045495219;Diesen Lumpen und Verbrechern wird noch jede Menge einfallen, um das Volk zu verarschen.;nothing
1012980712073685;Und das schreibt ein bezahlter Volksverhetzer und STASI Mitarbeiter wie DU einer bist ? ……..  =D =D =D..;nothing
982654891772934;Das kommt bei uns auch noch,wenn die merken das nicht alles so ist wie sie sich das einbilden(Haus,Auto,Arbeit für alle)!Wird noch spannend werden bei uns.;nothing
1035102043194885;Danke Gruss aus Dresden;nothing
945837645454659;"Offensichtlich wollen nichtmal seinesgleichen mit Gott reden, so dass er sich hier Beachtung sucht... :D Vielleicht hätte er es besser mal mit ""Allah"" versuchen sollen... ;)";nothing
857775407594217;[@IND]: Dann gibt es aber auch nicht den vollen Stundenlohn.;nothing
1012424832129273;Zu meiner Zeit War Quelle noch ein Versandhaus. ..;nothing
1105612989477123;Völker hört die Signale. .....;nothing
1111338472237908;Man könnte glatt denken, die Asylhelfer bekommen Trinkgeld, weil sie so dagegen sind, dass kein Bargeld ausgezahlt wird. Warum bekommen die Migranten eigentlich soviel Taschengeld, die bekommen doch alles so schon. Wenn ich mir das hochrechne, Essen für bis zu 16 Euro pro Tag, volle Unterkunft, keine Nebenkosten, Telefon, Fernsehen, Taxifahrten, freier Eintritt usw. Das kann Keiner mit Mindestlohn verdienen. Es ist eine Schande was in Deutschland abgeht.;nothing
856923141012777;Erschreckend - sowohl die Tat als auch der Umgang damit. Beides nicht neu, aber Gewöhnungseffekte bleiben glücklicherweise aus.;nothing
982672668437823;"Und wie lautet die Anklage ?? ""Sicherung eigener Grenzen ?? Einhalten von europäischen Gesetzen ??? """;nothing
991401577564932;Eine Nachricht von den Tschechen.Vielen Dank unsere Freunde,  bewahren wir zusammen unser Europa und unsere Identität.;nothing
862198240485267;Nochmal auf Deutsch bitte? Ich versteh kein Wort;nothing
960909320614158;Genügend Braun und einen weiblichen Muhammedname??dann läufts.Iphone ,Wohnung (oder Zelt) Koch und Putzpersonal.Schwimmkurse ,Grillabende bei der Kirche,Fussballspiele und und und alles kein Problem mehr.Sehr gut aussehende Fahrräder gibts vielleicht auch noch.Gestern erst 2 gesehen.;nothing
857877974250627;deutsche identität ? ja, die will man uns schon seit jahren nehmen, das hat aber mit auschwitz nix zu tun.;other
876574479047643;??Arge!!!!;nothing
855016004536824;Wird auch Zeit. Das was LEGIDA und deren Ordner gestern geliefert haben war unter aller Gürtellinie.;nothing
1058104000894689;"Dann informiere dich bitte mal über das Christentum! 

Menschenrechte? Ist es Menschenrecht Millionen unschuldige Zivilisten zu bombardieren? Woher kommen denn die Flüchtlinge? 
Dafür sind eure Christlichen ""Menschenrechtskonventions Länder verantwortlich""

Der Islam ist eine Religion des Friedens, aber wenn man aus Dresden kommt und nie mit Muslimen zu tun hat kann man das natürlich nicht kennen!";nothing
1105437422828013;Unfassbar!!!!!! Einfach nur noch zum kotzen !!!!!!;nothing
1065028530202236;Ja und in mein Keller findet man das Serum gegen verblödete Politiker und gehirnlose Antifaschisten;nothing
945866075451816;Und nach einer Weile werden noch die Eltern,Oma und Opa und die 10 Geschwister nachgeholt......;nothing
856766201028471;Die haben alle nichts zu anderes zu tun;nothing
1010743785630711;Das stimmt, Konrad, aber sie waren alle nicht fremdenfeindlich.;nothing
1091924384179317;Peter Zimmermann ....ich mich erst.................;nothing
1105430052828750;Nur Falsche Propaganda und Irreführung wegen dem 30.04. und den 01.05 aus Angst vor Unüberschaubaren Krawallen Europa- Weit ...     Dies schafften Alles diese Verbrechens- Parteien samt der System- Regime Diktatoren - Nicht nur in Deutschland sondern Europaweit - Dient alles der Migranten Invasion !!!;nothing
885959618109129;Man möge von der EZB halten was man will. Allerdings ist es für solche Länder wie Griechenland, Italien etc.  So günstig geworden sich neu zu verschulden das sie so auch ihre Wirtschaft wieder ankurbeln könnten. Wenn sie es könnten. Der kleine Sparer der hätte ein Grund zu demonstrieren. Zinsen auf Sparguthaben Fehlanzeige und auch auf vers. Fast gleich muöl;nothing
862081973830227;https://www.facebook.com/video.php?v=789409644476072&set=vb.775739042509799&type=2&theate;nothing
945433878828369;Hallo Gott, nur um auch absolut sicher zu sein ziehe ich in diesem Fall das Volksgericht vor. Da kann ich das Urteil dann live miterleben;nothing
881971105174647;Respekt und weiter so, Herr Prof. Dr. Stöcker! Handeln statt Reden, und klare Worte statt hohler Phrasen.;nothing
856883051016786;ach ..ich schäme mich für Mohammad ..hätte er doch nur die Fresse gehalten und zweimal überlegt.;nothing
882679125103845;Wo bleibt die Demo gegen Rechtegewalt Pegida usw. von Politik Verbänden Gewerkschaften usw. Wie in Dresden vor noch garnicht langer Zeit.??;nothing
857860247585733;"Das schlimme is , hier im Westen , regen sich alle über ""nordkorea"" russland usw auf , weil es da ja keine meinunsfreiheit gibt. Aber gehen hier Leute auf die strasse um ihre persönliche freie meinung zu sagen bzw zuzeigen , werden sie von der selben politik und medien als Böse dargestellt und schlimme menschen .";nothing
856751057696652;Keiner wirklich keiner hat des recht dich von deinen Grundrechten abzuhalten! Keiner kann dich kündigen? Ist ne normale Demo und du hast deine eigene Meinung die kann man dir nicht nehmen und verbieten!;nothing
857554777616280;du hast es erkannt jupp. dann lass die zeit mal kommen :-);nothing
858078710897220;Mein Gott hast du mich verlassen!;nothing
1038698359501920;Ainsley Rutherford Colquhoun nein die ölaugen sollen sich nur hier verpissen dann kriegen deutsche die reihenhäuser und 3000 € wie der kollege schreibt;nothing
1065268633511559;Unter der Journaille muß der Wahnsinn ausgebrochen sein, dass die immer noch denken, die Leute glauben den Schwachsinn noch.;nothing
1134283166610105;Aber nur , wenn er keinen Pudding bekommt  !;nothing
856928021012289;"Wenn man mal auf pegida#watch mitliest ( bin aus unerfindlichen Gründen gesperrt), sträuben sich einem die Nackenhaare...selbst wenn deren eigene oder neutrale Leute die gewaltbereitschaft der Gegendemonstranten hinterfragen, werden diese dumm angemacht, unqualifiziert angegangen, oder vollends ignoriert... So ""demokratisch"" und ""zugänglich"" sind deren Verantwortliche.

#propegida";nothing
1012942818744141;Kein wunder, dass die schweigen. Laufen ja auch hinter der Guillotine her und schweigen sich dann aus.;nothing
1125537297484692;Und was hat es gebracht? Nichts!;nothing
1056481811056908;"Oh Graus!!!
Vom Gehöft Sollte man Diese Jenigen  jagen!!!??????";call2violence
1012953662076390;Wir werden noch so machne Meinungsänderungs -Überraschung, von gewissen gutgläubigen Mitmenschen, erfahren.;nothing
858085790896512;Das KZ war in Jugoslawien Hr. Sejo :-(;nothing
1038674552837634;Thomas Schmidt mal genau zu hören was gesagt wird ,dann erübrigt sich die Frage !!!;nothing
1011224895582600;Genau! Die Regierung mit ihren Medien sollen lieber ihre Hausaufgaben machen und sich um den wirklichen Feind kümmern, den sie ins Land geholt haben. Wir von Pegida machen keine feigen Anschläge usw.;nothing
1108399905865098;Gehn die eigentlich nicht arbeiten?;nothing
1010737515631338;Arrogante, eingebildete und hochnäsige Vollpfosten.;nothing
982652551773168;Sind wir :) aber jeder muss den anderen schützen ! Musst auf passen was du schreibst und wie du dich artikulierst weil man kann ne Strafe bekommen :) wäre super wenn wir in Kontakt bleiben und mich unterstützt wenn ihr könnt unter der Seite Aufwachen Deutschland ! :);nothing
857999644238460;Blöde Frage, ich weiss, aber könnt Ihr mir sagen, an wen ich mich wenden kann, um mein Geld für Sonntag zu bekommen? Ich habe 5 Stunden lang demonstriert, und normalerweise wurde immer gleich am nächsten Tag überwiesen, aber diesmal war Ebbe am Montag auf dem Konto. Ist es vielelicht, weil die Demo diesmal auf nen Sonntag war?;nothing
1069145719790517;kann man die Hightlichts irgendwo lesen. Weil 9 Minuten will ich mir das nicht ansehen :D;nothing
1105492519489170;Nix Moschee. Verschwindet und baut die Klötzer in eurer Heimat !;nothing
987889034582853;Die Hirntoten wehren sich gegen die Aufnahme von Fachkräften. Das ist ja sehr verwunderlich. Die schreien doch sonst als erste danach, wenn neue ankommen !!;nothing
1065875530117536;Hildegard Müller Genau so ist es!!!;nothing
856805374357887;Juhuuuu,ihr Pegida,ihr seid doch auch nur einer Opfer von Kapitalismus!;nothing
855539984484426;Was für eine dreiste Aussage! Dass du Malte, in Deutschland geboren wurdest, ist kein Privileg, sondern Glück! Und es berechtigt dich in keinster Weise es dir Untertan zu machen und ein Besitzrecht dafür zu verlangen!;nothing
982766781761745;Vielen, vielen Dank Ungarn! Ihr seid so toll und konsequent.;nothing
857173330987758;So ich werde jetzt was arbeiten damit ich ende des Monats einen Solidaritätszuschlag und Steuern an euch überweisen lassen kann nach Dresden..damit ihr was zu futtern habt ihr unzufriedenes Völkchen..;nothing
1064986490206440;wurde ja auch langsam mal wieder Zeit..........;nothing
1121609247877497;"Die Politik von CDU, SPD und GRÜNEN wird in einen Krieg führen, weil sich die Bevölkerung nicht länger für dumm verkaufen lässt.

Seit 30 Jahren predigen diese Versager Wein und liefern nichts als Essig. 

Aber damit nicht genug, beschimpfen sie ausnahmslos jede Opposition als Rechte, als Nazis, als Zerstörer des Sozialstaates.";nothing
1010180612353695;geile Idee mit den Sanktionen! Die größten Bussgelder müßte dann die USA zahlen :D *feix*;nothing
1080435488661540;http://info.kopp-verlag.de/hintergruende/europa/udo-ulfkotte/kopp-exklusiv-cia-chef-michael-hayden-erwartet-bu.html;nothing
861993870505704;Karla was ist dein Ziel hier ? Und du scheinst ja belesen zu sein (zumindest klugscheißen) also wirst du sicherlich die GoogleFunktion auch kennen ! Solltest du widererwarten den Begriff SA-Antifa nicht kennen ...;nothing
1123729490998806;"Was für ein ""Demokratischer"" Vollpfosten. Ihr Links/Rot Grünen Volksverräter wisst schon sehr gut, warum es immer noch keine vom Deutschen Volke verabschiedete Verfassung gibt und statt dessen immer noch mit einem von den Besatzermächten abgesegneten und teilweise ausgearbeitetem ""Übergangsgesetzt"" das Deutsche Volk verscheissert und kurz gehalten wird. Pfui.";nothing
985426038162486;Jannik Heinicke;nothing
856868071018284;Leider ist es im Westen auch nicht so einfach zu demonstrieren, hier ist zwar nicht so die Antifa, aber ...;nothing
991236280914795;Gott sei Dank ist Dresden noch nicht verloren :);nothing
1035385173166572;Alles gut und schön, aber dem Staat interessiert es nicht !  Ich war auch schon da, aber wie oft denn noch, wir werden wie Abschaum behandelt ! Warum wacht der Rest der Deutschen nicht auf ??? Ich gehe jetzt noch einmal am 12.03. in Berlin auf die Strasse und wenn das nicht fruchtet, müssen wir wohl alle damit leben.;nothing
1012999782071778;besoffen oder einfach nur dumm? ich wollte darauf hinweisen, dass Herr von und zu Lügenlutze diesen Fakt gerne mal unter den Teppisch  kehrt....weiß nicht warum du jetzt deine geistige Toilette bei mir ausleeren musst. Typen....;nothing
856973331007758;Langweilig ...;nothing
857849207586837;Für Behauptungen sollte man überzeugende Beweise liefern. Dein Aufsatz ist billige Polemik und nur mit dem Vorsatz Krawall zu bringen gebürstet. So einem Troll muss man keine weitere Antwort geben!;nothing
876287822409642;Richtig so wir brauchen keine sogenannten Fachkräfte die vom Amt eh nur verwaltet werden. So sichern sich die Amtsmitarbeiter Ihren Arbeitsplatz und vergeuden Sinnlos Steuergelder!!!!;nothing
857021334336291;Welche Verwunderung das trotzig-nationale Verhalten der Pegida-bewegung hervorruft?!. .. Naja, welche Verwunderung bringen denn die Bewegungen des Front National in Frankreich, Geert Wilders in den Niederlanden, FPÖ in Österreich, Schwedendemokraten in Schweden Morgenröte in Griechenland, Lega Nord in Italien, Wahre Finnen, Ukip in England usw. in den anderen Ländern hervor?;nothing
857963137575444;Das ist ja echt schlimm, wenn die sowas sagen. Haben Sie da auch irgendwelche Links im Internet damit man das den grünen Freunden mal zeigen kann?;nothing
857079974330427;Nein, Hasan, die Politiker der Altparteien, die sich den Islamverbänden schleimig anbiedern und deren Forderungen Tag für Tag entgegenkommen.;nothing
982684211770002;hurra hurra der krieg ist da;nothing
882753365096421;tja! Ein Kostenpunkt weniger..... kann nicht sagen das es mir leid tut ! :-);nothing
856771654361259;Wieder zu hause, war wieder gut dabei gewesen zu sein, natürlich waren die Erwartungen und die Frage was nun wird. Das was ich erwartet habe, das habt ihr erledigt, Legida und Pegida ist zusammen gewachsen. Auch wenn die Presse ales versucht hat, eure Lügen machen uns nur stärker! Die reden waren Klasse, das Ziel sind die Politiker die an dieser Misere Schuld sind. Das Richtung ist klar, wir machen weiter!;nothing
894668873904870;"Nach allgemeinen Völkerrecht könnte das Deutsche Reich und auch Preußen am 08.05.1945 erloschen sein, sofern eine sog. debellatio vorliegen würde. Das ist nach allgemeinem Völkerrecht dann der Fall, wenn eine politische Macht durch eine andere militärische Macht den Staat ""Deutsches Reich"" und auch ""Preußen"" vollkommen besiegt hätte. Das aber war nicht der Fall, wie sich völkerrechtlich eindeutig aus der ""Erklärung in Anbetracht der Niederlage Deutschlands und der Übernahme der obersten Gewalt des Staates durch die Regierung des Vereinigten Königreiches von Großbritannien, der Vereinigten Staaten von Amerika und der Union der Sozialistischen Sowjetrepubliken (UdSSR) und die Provisorische Regierung der Französischen Republik"" vom 05.06.1945 (sog. Berliner Erklärung) ergibt. Dort erklärten die Sieger das Fortbestehen Deutschlands in den Grenzen vom 31.12.1937. Daher betrachten sie Deutschland als politische Einheit in diesem Rahmen und wollten so über Deutschland verhandeln. Das bedeutet, daß debellatio Deutschlands nicht vorliegt und daß schon aus diesem Rechtsrahmen und Rechtsgrund das Deutsche Reich und Preußen staats- und völkerrechtlich in vollem Umfang fortbestehen. http://www.deutsches-reich-heute.de/html/index2.php?http://www.deutsches-reich-heute.de/html/hintergrund/bracht.htm wenn das so stimmt müssten wir nur einen reichskanzler wählen und wir wären die merkel los";nothing
1011718642199892;Die wollten sich im Hotel bestimmt nur was leckeres kochen und die Polizeiuniformen kann man doch an jeder Ecke kaufen, ist doch bald wieder Fasching. Eh die verkaufen einen echt für dumm. Das schlimme ist nur, dass Leute die nicht viel für Internet übrig haben diesen ganzen Schwachsinn auch noch glauben!;nothing
885802814791476;Man stelle sich mal vor die Antifa müsste die Busse für deutschlandweite Gegendemonstrationen selbst zahlen. Wie viele von den Linksextremisten würden dann noch kommen?!;nothing
857516274286797;[@IND] aus Pirna : lass ihn, steig nicht drauf ein, wer so schreibt ist hohl. Genau so laufen auch die Gegendemos;nothing
968128279892262;"es ist echt erschreckend was sich zur zeit vor unseren augen abspielt....ich kann mir sehr gut vorstellen wie du dich gefühlt hast ;-((((";nothing
856846877687070;Ramazan Akbas kennen Sie den Fall Rotherham in England, genau vor so etwas habe ich Angst, dass es bei uns passiert.;nothing
1057953290909760;Stimmt schon, aber wen willst Du nehmen? Mir fällt eigentlich nur Bosbach ein, den wir als eine Art Interimskanzler nehmen könnten  bis zu Neuwahlen. Ist zwar auch nicht 1.Sahne, aber der einzige neben Gauweiler der noch bei klaren Verstandes in der CDU zu sein scheint. Sonst wüßte ich niemanden in der momentanen deutschen Politik der das schlimmste erst mal verhindern könnte. Macht Vorschläge!Merkel und alle anderen müssen dann unbedingt für ihr Treiben zur Verantwortung gezogen werden - am besten noch mit Privat und Sippenhaftung, damit sie nicht die Möglichkeit haben ihre ergaunten Millionen zu verstecken.;nothing
857435157628242;"Deswegen müssen Gesprächsmöglichkeiten für diejenigen geschaffen werden, die sich in einen vernünftigen Diskurs fern von Rassismus begeben wollen! Vielleicht magst du auch solche Veranstaltungen teilen, damit -gidas die Chance auf Meinungsäußerung und Mitdiskussion bekommen? https://www.facebook.com/events/341643582696943/
Weg von Spaziergängen und ab ins Gespräch, damit keiner in die rechte Ecke gelangt...";nothing
935753706463053;"Anne, das Putin KGB Spion (Übrigens in Dresden ;) ) war ist hinlänglich bekannt. Aber auch Putin hat nach dem Zerfall der Sowjetunion eine Kehrtwende gemacht...";nothing
