id;description;c2a
968550706516686;Da stimme ich dir zu Gha. Hetzen muss nicht sein! Die Leute werden so oder so der einen oder anderen Wahrheit ins Gesicht blicken, früher oder später. Von daher ist Hetzen in meinen Augen gar nicht nötig. Die Zukunft wird zeigen, wer Recht hatte. Meine Erziehung war gut genug, um für mich entscheiden zu können, wer meine Empathie verdient und wer nicht. Kann ich mir ja aussuchen, zum Glück!;FALSE
982720688433021;Wir brauchen diese Leute unbedingt in Deutschland ??;FALSE
857428970962194;http://www.mmnews.de/index.php/politik/34625-luebeck-schueler-pegida;FALSE
857621440942947;Ist doch Lügenpresse!!!;FALSE
1096061010432321;auf jeden Fall räumen und abführen!;TRUE
856907704347654;Der Unterschied ist, dort kommen die Bürger wegen eines oder zweier Stars aber nicht wegen der Sache. Bei Pegida braucht es keine Personen des öffentlichen Lebens sondern nur bestimmte Themen !;FALSE
1152544814783940;Der Richter heisst dann Freissler und spricht der Politik aus dem Munde. Die scheissen doch auf die Gesetze.;FALSE
857132074325217;"Ganz  genau das, Matthias Thürmer, war auch mein Gedankengang. Denn in Zeiten, in  denen die Gegenseite Listen veröffentlicht, die an die Fahndungen nach  den RAF-Verbrechern erinnern, muss sich jeder Teilnehmer genau  überlegen, ob er sich an den Demos beteiligt. Neben den Repressalien die  am Arbeitsplatz drohen, können auch die Karrieren der Angehörigen auf  dem Spiel stehen, sowie die Unversehrtheit der Wohnungen, Häuser und  Geschäfte, sofern selbständig. Dieser so genannte ""Widerstand"", und das wird auch schon hier bei FB deutlich, erinnert an ein Vorgehen  nach Gestapo-Manier!";FALSE
857022357669522;Die Gegner der islamfeindlichen Organisation Bagida legen in München wohl eine Demonstrations-Pause ein. Bitte Lesen;FALSE
993977877307302;"64 Prozent der Bayern wollen Flüchtlingszahlen begrenzen

Passau - Knapp zwei Drittel der bayerischen Bürger sind nach einer Umfrage im Auftrag der CSU für eine Begrenzung der Flüchtlingszahlen: 64 Prozent haben sich für eine Obergrenze ausgesprochen.

Das hat das Meinungsforschungsinstitut GMS in den vergangenen Tagen in der repräsentativen Befragung ermittelt.";FALSE
857408437630914;Wenn wir dies tun, heißt es: Salafisten spazieren radikal mit Pegida mit...wahrscheinlich noch schlimmer. Und Peter Weber, Inwiefern zeigen wir diese Punkte die sie beschreiben NICHT?;FALSE
982745148430575;André Berg vielleicht meint der UNO-Clown, daß Ungarn die Grenzverletzer zu lasch behandelt?;FALSE
857385137633244;Nicht nur Norwegen. Auch in Schweden gehen die Leute zu Pegida. Oslo ist schon seit einigen Wochen.;FALSE
856909561014135;Paul Mauri, dann müssten alle Parteien, Gewerkschaften und sonstige Gegendemonstranten sich mal vom schwarzen Block, der Antifa, distanzieren. Die brüllen doch Deutschland verrecke und die tollen Parolen das ein Deutscher kein Mensch ist und gefälligst abkrazen soll oder ziehen in Gruppen durch die Stadt und schlagen Schaufenster ein oder legen Brände bei Weichenanlagen um so hunderte Zugpassagiere fast umzubringen, oder frag einfach mal die Anwohner warum sie grundlos z.B. wie in Berlin zusammengeschlagen worden sind obwohl sie vom Einkaufen kommen. Wo sind hier die Distanzierungen? Ich sehe keine und die linken Parteien freuen sich auch noch darüber, wie krank muss man denn bitte sein?;FALSE
982664825105274;Steinzeitschmarotzer!!!!!;FALSE
861975360507555;In münchen waren 1000 bagida gg 450-500 SA-ntifas;FALSE
925805664124524;Ich drücke ganz fest beide Daumen, dass Frau Festerling die Wahl gewinnt und Dresden als erste Stadt Deutschlands, eine vernünftige und nicht manipulierte Bürgermeisterin bekommt, die sich wagt auch mal die Wahrheit auszusprechen und nicht vor der Obrigkeit duckmäusert.;FALSE
1070652489639840;Das sind denn ja die Ju...;FALSE
1107838169254605;Bastardos;FALSE
857011654337259;"Jetzt kommt erstmal der Schuldenschnitt für Griechenland auf uns zu ;-)";FALSE
856777361027355;ups Medien...jetzt sind wir keine verirrten mehr???;FALSE
935268646511559;Lieber net sonst mutieren die noch;FALSE
882772295094528;"Ich plädiere für eine Neuauflage des Schröder'schen ""Aufstands der Anständigen"" mitsamt orchestrierter Hysterie und Solidaritätsmärschen und DEUTLICHER VERURTEILUNG (samt Konsequenzen und Ausweisung) des tatsächlichen Täters!";TRUE
1096712353700520;Herr Jakobi, vorsicht mit der Wortwahl. Es ist nicht ihr Land, wissen Sie das noch nicht?;FALSE
1134079743297114;NIEMALS!!!;FALSE
879385778766513;"Heutzutage ist staendig zu hören, dass wegen die Veraelterung unserer Gesellschaft fehlen (jungen) Arbeitskraeften, also wir benötigen Einwanderern.
Auch das zu hören ist, dass der Grund des Verbrechens im Gettos ist das, dass die dort lebende junge Leute keine Arbeit haben.
Leider, diesen zwei Behauptungen erzaehlen uns die Politiker (zwar aus verschiedenen Partteien, wohl aber von dem alten Parteiblock)  in verschiedenen Plaetzen und Zeiten.
Wie könnte man das erreichen, dass den obigen Begründungen ein Politiker sagt in dem selben Ort und der selben Zeit?";FALSE
887994551238969;Ja Leute, hoffen und bauen wir auf Frankreich. Leider sind unsere Politiker blind. Die Forderungen, Ängste und Bedenken unserer Leute werden einfach ignoriert und ganz hinten angestellt. Die Zeit ist reif, wenn wir nicht gemeinsam handeln werden wir eine Zukunft haben die keiner von uns normal denkenden Menschen haben will. Es ist fünf vor Zwölf ! ! !  WACHT AUF ! ! !;TRUE
945432045495219;Diesen Lumpen und Verbrechern wird noch jede Menge einfallen, um das Volk zu verarschen.;FALSE
858040707567687;Warum benutzt sie diesen Gedankentrick mit Peschawar und nicht bspw. die Ukraine?;FALSE
1057783764260046;????????????????????????????????????????????;FALSE
895540257151065;"So etwas soll es tatsächlich geben. Und was diese V-Leute betrifft... Da muss man wohl nix mehr zu sagen. Zumindest wurde dabei kein Mensch verletzt. 

Hab ich schon so verstanden ??";FALSE
857866050918486;[@IND], kurz und knapp ... Sie unterstellen Pegida sei rechts unterwandert, es bleibt aber eine Unterstellung weil Sie die nicht nachhaltig beweisen können ! Im gleichen Atemzug erbitten Sie eine Distanzierung, wohlgemerkt von Ihrer eigenen Unterstellung . So funktioniert aber kein sachlicher Dialog Herr Pohlheimer ! Es ist schon beachtenswert wie hier so manche versuchen einzelne Worte/ Beiträge auf die Goldwaage legen um dann im Umkehrschluss behaupten zu können das hier alle Hetzer, Rassisten und Nazis sind....;FALSE
1063300180375071;Dresden Drecksvolk Heute schon gepampert worden von Mutti? Oder warum bist du so unruhig? Mir kannste es doch sagen! Unter uns.;FALSE
856792544359170;Also ich kann ihnen aus Erfahrung sagen, daß die AFD alle, die als nicht Verfassungstreu auffallen, garnicht erst aufnehmen oder aus der Partei entfernen. Als Info Alternativefuer.de;FALSE
1065429966828759;Bin mal gespannt wann der erste von denen zufällig leben auf dem Mars findet;FALSE
857168337654924;Maurice von Matterhorn M Dewak Own;FALSE
1056486084389814;Die Handlanger des Teufels auch sie werden alt und brauchen Hilfe. Ich hoffe sie kommen zur Pflege in die Hände die sie gnadenlos verraten haben und bekommen ihre gerechte Strafe.;FALSE
972147762823647;Diese zweifelhafte Ehre hatte ich 25 Jahre lang, das hat gereicht um mir meine Meinung zu bilden, wem diese Zeit nicht ausreicht, der schafft das auch bis zum Untergang des Abendlandes nicht.;FALSE
1111315942240161;"Hier beschweren sich Gutmenschen, dass hier Chipkarten für die armen Zuwanderer ausgegeben werden....
Aber uns deutschen Bürgern möchte man das Bargeld wegnehmen und uns verchippen....
Für deutsche soll das OK sein und für Zwanderer nicht???
Es wird höchste Zeit, dass wir als Volk uns erheben ....";TRUE
1063745130330576;Kann nicht schreiben, kann nicht lesen, bin in NRW gewesen...;FALSE
883199921718432;War bestimmt wieder Gier dahinter. Einer könnte zuviel bekommen;FALSE
857863980918693;unsere generation hat nichts, aber auch gar nichts damit zu tun.;FALSE
857994017572356;Das bemerkt mann hier im Ort auch ...sind nur schockiert wieviel gewaltigen der Antipegida Bewegung diese leute tun mir leid;FALSE
993967767308313;"Jetzt hat es Altmeyer auch gesagt, wir werden von den Asylanten profitieren genau das ist der Punkt. Also geht es doch nicht um die armen Menschen, doch nur um Profit, wer jemandem helfen will beutet ihn doch nicht hintenrum aus.
Aber im rechnen waren unsere Politiker noch nie gut. Wer über zwei Billionen Schulden hat und immer noch alles schön redet ist nicht ganz klar im Kopf. Warum wird im Bundestag nicht bei allen Abgeordneten ALLER Parteien mal ein Drogentest durchgeführt, soviel Unsinn kann man mit normalen Menschenverstand nicht von sich geben.";FALSE
993945963977160;glaubt ihr das denn noch jemand;FALSE
1064377963600626;"Ibrahim Mamur Haha,  sehr gut das Foto vom ""Glatzkopf"", die Schatzinsel, hab die DVD. :D";FALSE
1105419902829765;http://m.tagesspiegel.de/berlin/ahmadiyya-muslime-verunglimpfen-homosexuelle/834784.html?utm_referrer=;FALSE
1063666433671779;"das schätzt man ja auch net ;)";FALSE
1065007926870963;Irre, bloß gut das wir die jetzt haben,  hier wären unermessliche Kulturgüter verloren gegangen, für immer! !!??????;FALSE
856806061024485;"Passen Sie mal lieber auf..... dass es sich nicht so schnell ""Auskadrict""!";FALSE
1010870322284724;"„Amerika - die Entwicklung von der Barbarei zur Dekadenz ohne Umweg über die Kultur.“
Georges Clemenceau";FALSE
857526597619098;[@IND]: Bist du doof. Wir haben mit den Juden überhaupt nichts gemacht. Ich, meine Generation, die vorherige Generation und alle nachfolgenden Generation haben mit dem 2. Weltkrieg absolut nichts zu tun. Wir haben die Schnauze voll, das uns jedes Jahr aufs neue der 2. Weltkrieg unter die Nase gerieben wird, um ewige Schuldgefühle in uns aufrecht zu erhalten. Ich habe damit absolut nichts, aber auch rein garnichts zu tun. Merk es dir bitte und alle anderen auch, die hier die Nazikeule schwingen wollen. Auch die Politiker, die unserer Bevölkerung ewig diese Schuld aufnacken wollen. Es reicht jetzt langsam. :-( :-( :-(;FALSE
1064739250231164;Kartoffelschprache Digga lan.;FALSE
1057722504266172;Visegrad Verbindung :-);FALSE
982668785104878;Wir brauchen die Arme! Sofort 1 Mio. Einberufungsbescheide raus und die Grenzen sichern!;TRUE
858077734230651;Wenn das ein Link sein soll fehlt anscheinend ein wichtiger Teil davon.;FALSE
882326688472422;Tja, dumm gelaufen für die Uni - die hätten sich lieber komplett raushalten sollen. Was soll man sagen.. kein Tier beißt die Hand die es füttert.. und wenn doch gibt's n' Tritt. Die haben es nicht anders verdient. Respekt vor Herrn Stöcker !!;FALSE
1065668996804856;die haben ja auch zeit zum finden... ich muss arbeiten...;FALSE
858384707533287;dabei hat weder Deutschland noch Demokratie etwas mit den Selbstauflösungserscheinungen der Pegida zu tun.^^;FALSE
982750271763396;"Nein, den 80 Angestellten wurde ""fristgemäß"" gekündigt. Wurde auch so schon in der regionalen Presse berichtet. Selbstverständlich wurden von der Maritim-Gruppe alternative Arbeitsplätze (mit 280 km Fahrtweg) angeboten, damit juristisch alles wasserdicht ist.";FALSE
856752097696548;"Wenn RTL anfängt positiv zu berichten, weis ich nicht so genau ob ich mich freuen oder doch eher 
Angst bekommen muss?!";FALSE
857793834259041;"Auch wenn dies sehr böse klingen mag, wenn man die rausschmeisst finden die schon ganz schnell wieder ""nach Hause"" da sie sich dort am besten uaskennen und womöglich sogar noch soziale Netze haben. Daher mag es hart klingen würde aber funktionieren, geht in vielen anderen Staaten ja auch. Man geht ja dann schnell dahin zurück wo man sich zurecht findet weil einfach sicherer als in der Ungewissheit oder in der Gewissheit nicht mehr rein zu dürfen.";FALSE
935381973166893;Natürlich nicht- da werden wieder Unschuldige mitten in der Nacht belästigt. Ich lach mir nen Ast. Aber mal ehrlich , ist doch wenigstens ein Anfang.....;FALSE
857351297636628;Große Klappe nix dahinter?;FALSE
1105415949496827;"Einfach--
No. No. No No No";FALSE
1123564051015350;Demokratie ist ein Fremdwort für die Altparteien und die CDU will jetzt auch Volksentscheide da kann man nur drüber lachen;FALSE
856965151008576;"Dann schon ""gegen Idiotisierung"", aber die es am heftigsten fordern, sind Part der Idiotisierung";FALSE
1012231332148623;"ACHTUNG FAKEBILD! 

?????? Was für peinliche Schwachköpfe da wieder ihren geistigen Müll ablassen,einfach sensationell! Da wollen sich linksgrünfaschistische Volldeppen mit einem Fakebild über uns lustig machen und machen sich damit selbst herrlich zum Gespött der Nation! ??????

Diese geistigen Tiefflieger haben wirklich null Peilung und wissen offensichtlich nicht wofür ""Striezel"" und Striezelmarkt steht? 

Hey Ihr Luftpumpen, kurze Aufklärung über die Kultur und christliche Werte, das Christbrot, auch Striezel oder Stollen genannt, gab dem am Montag vor Weihnachten stattfindenden Markt um 1500 den Namen Striezelmontag! 

Der Christstollen oder Weihnachtsstollen ist ein brotähnlicher Kuchen, der – dick mit Puderzucker bedeckt – an das gewickelte Christkind erinnern soll. 

Der Name STRIEZELMARKT steht also genau wie Weihnachtsmarkt ganz klar für die christlich geprägte Kultur des Abendlandes!

#HooligansGegenSatzbauIQ0 ##MerktEuchDieNamen #LinksfaschistenStoppen #KeinFussBreitLinkenFaschisten #SAntifa";FALSE
1013018355403254;Dieter Krause - Hölzchen ziehen...;FALSE
881997745171983;Saustark!;FALSE
1063436010361488;Ein Fall für die Rosenheim Cops^^;FALSE
887991854572572;warst du damals schon geboren? wiso läst du dir sowas einreden ?;FALSE
1056982884340134;..und nächste woche sind sie wieder hier und kassieren weiter unsere steuergelder;FALSE
882917421746682;"Das Problem erledigt sich von selbst;)";FALSE
857334074305017;Es wird Zeit das solche Migranten die sowas machen abgeschoben werden und die Haftstrafe in ihrem Land absitzen...!!;FALSE
856809601024131;Ganz schwaches Kommentar;FALSE
856893751015716;Dann drucken DIE neues... Wie gerade geschehen...;FALSE
856928744345550;Wie bitte es gibt keine islamisierung.wo lebst du denn . warum werden große Moscheen gebaut.warum fordern Muslime das Mädchen und Jungen getrennt sport machen sollen.warum dürfen die Frauen vermummt rum laufen.und so weiter und so weiter.;FALSE
858185107553247;wer sportstadien und wolkenkratzer und künstliche inseln bauen kann für ,,hunderte,, milliarden dollars wird doch wol ein herz für flüchtlinge haben...............aber ich vergas ,,der Islam macht die leute Herzlos...............das ist die realität;FALSE
857836834254741;Amir, werde geistig erst mal Reif, und überlege was du schreibst !!!!;FALSE
882003048504786;Respekt  !!!;FALSE
1096514950386927;Fahrt los und die machen schon platz;TRUE
857787384259686;"Hallo Zusammen, weiß bereits jemand wie das Gespräch verlief? ...bevor es wieder im Netz ""gelogenen bzw. einseitige Berichterstattung"" über dieses Zusammentreffen gibt!  http://www.zeit.de/politik/deutschland/2015-01/ublig-sachsen-dresden-pegida-austausch";FALSE
1011323045572785;Internet-Schwuletten.;FALSE
857437570961334;Demokratie ist für alle da. Man kann nicht sagen, weil dort Rechte mitlaufen sind alle anderen auch automatisch so eingedtellt. Was ist mit den Gegendemonstranten die das Leben vieler mit Anschlägen suf die Bahn riskieren nur damit nicht soviele Anhänger von Pegida nach Leipzig kommen? Alles im Namen von Antipegida?;FALSE
1007591885945901;Ob du mit VISA oder sonst wie nach Deutschland gekommen bist, ist mir scheissegal ! ICH rede mit dir, wie ICH es für richtig ertrachte ! Daher nochmal.....wenn dir hier irgendwas oder irgendwer nicht paßt, verschwinde dahin zurück wo du hergekommen bist !;FALSE
951924144846009;Also ganz ehrlich. Ichs hab lieber 10 schwule um meine Freundin rum als son Asylantenkram da weiß ich wenigstens das sie nicht belästigt wird oder dumm angemacht. Also was Toleranz hier gegen die eigene Landsleute angeht nur weil sie schwul sind ist echt traurig.;FALSE
1107927955912293;Aushungern lassen!!!!;TRUE
885326764839081;das ist traurig;FALSE
856809807690777;"Nein, reine Zeitvergeudung. 

Aber mal so aus Interesse, wenn ihr es geschafft habt... was macht ihr aus den Dönerbuden? Brautwurstbuden? Kartoffel""ecken""? hahahaha ihr seid so ein armseeliges Häufchen elend!";FALSE
885821904789567;Was bitte konkret???;FALSE
855009347870823;Spitze das Video und danke danke ??????macht fleißig weiter????;FALSE
1105454659492956;.....Araberheim. ...;FALSE
1105961082775647;Das war einfach eine Bitte, hast Du nur falsch interpretiert, Der wollte mal kurz beschleunigt werden.....;FALSE
857496690955422;Es heisst Spaten ! Räum dein Zimmer auf.;TRUE
972122476159509;leider haben die linken in deutschland einen rechtsfreien raum.;FALSE
1065245863513836;"Der Bischof der griechischen Insel Kos soll berichtet haben, dass Journalisten 20,-- € an Flüchtlinge zahlen, wenn sie Ertrunkene ""spielen"". Heutzutage würde mich das gar nicht mehr wundern!";FALSE
962749683763455;habe geschaut, eine Antwort kommt auf den selben Weg, aus Zeitgründen wahrscheinlich aber erst ab Donnerstag;FALSE
856743081030783;weiter so ! (y);FALSE
945829458788811;Wir platzen aus allen Nähten und die siedeln täglich mehr von denen in unserer Stadt an. Wann kippt hier endlich die Stimmung.....;FALSE
858397194198705;Im Schloss Bellevue ist auch noch ausreichend Platz. Herr Gauck zieht mit seiner Familie sicherlich gerne für eine gewisse Zeit in ein einfaches Reienhaus.;FALSE
982715198433570;große Klappe, nix dahinter;FALSE
1035377139834042;Fina Lipa es war wie immer Gänsehaut pur.;FALSE
1111312455573843;Richtig so;FALSE
1063667503671672;Heidi, in NRW halten die das Rekermaß schon alle ein. Eine Armlänge Abstand zum Mathebuch...;FALSE
945845948787162;Nur das verstehen Sie,,,Keule raus und gut is!!! Das ist ein Pack,,unglaublich!!!!!;FALSE
885895721448852;Und blockupy stellt ein liebes Mädchen zum Interview ab die von friedlicher Demo redet und hinter ihr brennt der himmel;FALSE
876303912408033;"Die Arbeitsagentur hat - zumindest teilweise - recht: Deutschland hat keinen Bedarf an arbeitsunwilligen, analphabetischen, religiös fanatischen und mittellosen ""Fachkräften"" ohne jede berufliche Qualifikation, denen es nur darum geht, in die deutschen Sozialtransfersysteme einzuwandern und die in keiner Weise bereit sind, sich in ihr Gastland zu integrieren.";FALSE
857288207642937;Auch in meiner gegend ist Pegida.;FALSE
995792297125860;"schöne Aussichten. Danke Merkel !

""Die Neigung zur Selbstkritik gehört nicht zur kulturellen DNA der arabisch-islamischen Gesellschaften. Geht etwas schief, sind immer die anderen schuld: Amerika, Europa, Israel, die Ungläubigen und die Ketzer. Und demnächst auch Deutschland und die Deutschen, wenn sich die Erwartungen der Migranten nicht erfüllen.""

http://www.welt.de/debatte/henryk-m-broder/article147588559/Angela-Merkel-hat-die-Bodenhaftung-verloren.html";FALSE
858042304234194;Ich kann mir nicht vorstellen, dass sie wirklich relativieren wollen was passiert ist. Dafür ist es einfach zu schrecklich und steht eigens und allein für sich. Ich denke, dass sie damit darauf aufmerksam machen wollen, dass sie auch Opfer von Gewalt und Terror sind. Dass Muslime nicht nur Täter sind bzw dass man den IS vom Großteil der Mulime trennen muss. Die Mitglieder des IS sind Fanatiker. Wie eine Sekte innerhalb des Islam und diese Spinner wollen ja Moslems, die nicht auf ihrer Seite stehen,  auch töten. Sie können also gar nicht alle gleich sein.;FALSE
856827637688994;huii.. da is aber einer angepisst... Klasse.. genau das ist es was mir gefällt.. Nur Hohn und Spott für Leute wie dich.. :D;FALSE
857514184287006;Und es wären noch viel mehr bei den Pegida Demos auf der Straße nur leider sind die meisten von denen arbeiten oder ist kaputt von der Arbeit.... die Gegen Demos voll mit Studenten ....die sich dann für besonders wichtig halten und eh die Welt komplett verbessern wollen;FALSE
1084369401601482;"""Deutschland braucht keine Islamvereine und Moscheen"", Die Regierung finanziert sie.";FALSE
1055329467838809;und wie;FALSE
876255982412826;Wieder mal nur Schwachsinn. Bekommt man denn mal noch was vernünftiges zu lesen?!;FALSE
882717365100021;Tommy-Alexander Hillig;FALSE
946717165366707;"München ist nicht bunt sondern zunhmend verdreckt. Die ""Bunten"" scheinen ganz schöne Saubären zu sein , wenn sie das nicht erkennen. Möcht nicht wissen wie es bei denen zuhaus aussieht.";FALSE
982724705099286;Fakt ist das sich Menschen nicht von mauern Aufhalten lassen wenn es ums überleben geht;FALSE
989176507787439;also langsam wird es albern.....;FALSE
982639791774444;Wieso hat Ungarn eigentlich dicht gemacht? Die kommen doch eh alle nach Deutschland;FALSE
856855971019494;"MORGEN ABEND gibt es in Frankfurt am Main um 18:30 Uhr an der Hauptwache auch eine PEGIDA Demo.  Da muss man aber wohl mehr Bekennermut haben da die Antifanten (Links-Faschisten) stören wollen. 
Mein APPELL  an alle Mutigen im Rhein-Main Gebiet: Bitte vorbeikommen.";TRUE
876244472413977;Na toll, Motorrad springt nicht an. Vielen Dank PEGIDA.?? ??;FALSE
972358162802607;sich gegenseitig zu helfen und zu verstehen gibt es in dieser welt durch euch nicht mehr,leider!und verklag mich doch wen ich unrecht habe aber bitte mit gesicht!;TRUE
861962030508888;"In den Medien heute morgen hieß es ja wieder, nur ein paar hundert sind in Dresden gewesen. Das garkeine Demo geplant war wurde nicht gesagt sondern nur wieder hirnlose Kommentare abgelassen und natürlich die Wiener Bewegung wie sie lautstark "" Lügenpresse "" rufen. Alles im Anschein als wäre es Dresden.";FALSE
1010749128963510;Joko und Klaas sind primitive Selbstdarsteller.....;FALSE
968491126522644;Hätten unsere Politiker, die Bürger oder die bösen Leute von Pegida mal von vornherein für ernst genommen, hätten sie schon früher nach Lösungen suchen können bevor es soweit und noch weiter kommt. Aber wer anderer Meinung als unsere Politiker oder gutgenährten Besserverdienender ist, der ist hierzulande ja ein Nazi. Lieber sich von Problemen überrollen lassen und das Volk als doof und als Nazis  hinstellen;FALSE
1011304365574653;Dafür wissen Sie wie man die deutsche Rechtschreibung (bei euch ja wohl Rechtsschreibung) beherrscht!;FALSE
1065278426843913;immer nur volle geldbörsen ist ja auch langweilig..;FALSE
991505754221181;"An die die sich Freuen das Flüchtlinge zu uns kommen ihr werdet noch sehen was ihr davon habt . Keine Rente , steigende Steuern usw. 
Weil Deutschland pleite ist";FALSE
882680211770403;Kerzen an und Taschentücher raus.;FALSE
857902490914842;Und deswegen kann der Islam machen was er will oder wie? Sieh Dir die Video´s der von der IS Enthaupteten an, dann siehst Du wie blind Du bist. Du bist ein Träumer der genaus so blind ist, wie die Politiker in den zwanziger Jahren des letzten Jahrhunderts. Die haben Hitler auch unterschätzt und Du bist genauso dumm.  Gott sei Dank bin ich es nicht und viele andere auch.;FALSE
858077454230679;Report Mainz war wieder sehr aufschlussreich, ihr pegida anhänger seit aber auch wirklich ein paar böse menschen, tzääääääää;FALSE
1011465072225249;Ja die Münchner die gutmenschen...Jetzt sehen Sie auch mal was wirklich los is;FALSE
1105405516164537;Denke mal nicht.;FALSE
968115909893499;wir wollten dich nicht  (also den müll). füttern dich aber trotzdem mit durch.;FALSE
856807394357685;Danke Falko, wir verstehen uns. Merkel muss von der Straße aus abgelöst werden, sie geht nicht von selbst!;TRUE
1057127680992321;Boh, diese Schweine !  :);FALSE
1011213738917049;"An alle, die es bisher noch nicht geschafft haben auf die Straße zu gehen, um ihren widerstand gegen diese politische und gesellschaftliche Geisterfahrt kund zu tun. ab jetzt habt ihr sogar die Möglichkeit durch nichts tun widerstand zu zeigen. 
boykottieren alle Großveranstaltungen wie Weihnachtsmärkt, Fußballspiele, Faschingsumzüge und Konzerte. 
Somit könnt ihr euren Protest sogar vom Sofa aus zeigen.";TRUE
1058217757549980;Macht die Bude endlich dicht !  Keine illegalen Asyl-Forderer mehr.;TRUE
857750254263399;Ihr stellt doch jeden Ausländer als kriminell hin;FALSE
857327944305630;Im libanon stehen Kirchen und Moscheen neben einander . Und wenn religiöse feiern sind beschenkt mann sich gegenseitig ... Was sagst du dazu ?;FALSE
1065453673493055;Alle können hier schreiben was sie wollen! Ganz ehrlich! Wer glaubt diesen Dreck! Und selbst wenn! Wie blöd ist der Typ? 99 % hätten das Ding mit nach Hause genommen, verkloppt und Schulden damit bezahlt. Könnt Ihr jetzt sagen was ihr wollt!;FALSE
996048243766932;Benutzung der Dienstwaffe bei lebensbedrohlichen Situationen, hilft das Gesocks zu bändigen!;FALSE
857256097646148;Jakob ich gebe Dir recht. Wenn es auch erst mal nicht so drastisch zutrifft, so sind wir doch auf einem Weg dorthin. Wer hätte gedacht, dass man sich irgendwann schon schämen muss Weihnachten zu sagen. Oder wenn man ein Jesuskreuz aufhängt rassistische Merkmale unterstellt bekommt. Ich bin nicht gegen Ausländer im Gegenteil, aber was mitterlweile von unseren Politikern in dieser Hinsicht von uns gefordert wird finde ich auch himmelschreiend. Außerdem muss ich sagen, es sind meistens die, welche die wenigsten Moslems um sich herum wohnen haben, die sich als Moslemversteher aufspielen. Deshalb wäre ich dafür, dass diese Menschen mehr für Migranten und Asylanten tun, wenn sie ihnen Wohnmöglichkeiten etc. bieten und sie nicht weiterhin in gewisse Wohngegenden (ab-) schieben in denen sie nicht wohnen. Ihnen auch Plätze für ihre Kinder in ihren Privatkitas und Internaten und Privatschulen anbieten, damit auch ihre Kinder was davon haben. Wenn in einer besseren Wohngegend ein Asylantenheim eingerichtet werden soll, wer geht denn dann gleich auf die Barikaden? Wer bringt denn seine Kinder in Internaten und Privatkitas unter? Unsereiner hat sich damit abzufinden und wenn er mukt ist er ein Nazi.;FALSE
857811984257226;"Cihan, hinter dem Namen verstecken sich aber auch noch 159.000 ""gefällt mir-Sympathisanten""  und wahrscheinlich noch eine Million weitere, die es sich nicht leisten können oder die es sich nicht trauen, auf ""gefällt mir"" zu drücken. Bitte nicht vergessen.";FALSE
856993494339075;wie viele Männer gibt es noch, um Deutschland zu verteidigen im Ernstfall???;FALSE
968092359895854;Mathias Claus, was sollen die in Polen ? Polen ist eine Kollonie von den Russen ! So wie wir eine Kollonie von den Amys sind ! Diese Menschen sollen einfach in Ihr Herkunftsland zurück ! In Ihren Herkunftsländern gibt es mehr als genug Arbeit ! Ossis haben wenigstens Land mitgebracht !;FALSE
856829711022120;";) Danke Ernesto van Fitz, da wäre ich nie drauf gekommen!";FALSE
856855341019557;Pegida, ihr benötigt bessere Tontechnik! Bitte meldet euch mal! Würde die euch zur Verfügung stellen, kostenfrei selbstverständlich!;TRUE
982682318436858;"100 €uro dagegen :-)
Da ich aber hellsehen kann hast Du, laut dem was BILD , ARD-ZDF & Co. berichten werden, eh schon gewonnen :-(
Also Einsatz erhöhen zwecklos.";FALSE
1043629225675500;"Mischpoke ist mein Zusatz, stammt nicht von Frau Festerling! Wo habe ich das noch mal gehört?... Kann es sein, dass ein Politiker Pegida-Anhänger so betituliert hat?... Jepp, das war doch der grüne Kiffer-Cem! ;)";FALSE
951887791516311;"Insgesamt muß ich zu dem grünversyphten haufen sagen das ich die schon lange nicht mehr mit Spaß beobachte, deren ""Konzept"" geht auf. Schaut Euch doch mal deren ""Werdegang"" an: Durch Unterwanderung der Friedensbewegung seiner Zeit konnten sich die hier etablieren, die diesen Staat schon immer kaputt machen wollten. Da sitzen heute ""Rechtsanwälte"" der RAF in Berlin und wollen uns sagen wie dieses Land zu funktionieren hat. Ja sogar ein ehemaliger Polizistenschläger und Steinewerfer wurde Außenminister. - Und heute steht immer noch auf jedem Plakat von denen ""Deutschland verrecke"", oder ""Deutschland muß sterben"". - Früher wären die dafür in den Knast gekommen und der Schlüssel wäre weg geschmissen worden. Heute sind die Nazis, die das nicht wollen und eher sperrt man uns ein wenn wir gegen dieses bunte Treiben sind. Berufen wir uns nicht mehr auf Demokratie, die gibts schon lange nicht mehr. In einem Staat in dem nur die herrschen, die sich durch zusammenlegen Ihrer Wahlstimmen oben halten kann man doch nicht mehr von Demokratie sprechen. Und das hier dann eine saubere Politik voran getrieben wird kann man mir zwar erzählen, aber ob ichs glaube? ... Wacht auf!!! Wir sind nahe dran an ""schwedischen Verhältnissen"", wo sich blonde Frauen die Haare dunkel färben damit Sie ungestört  für die Familie einkaufen gehen können ohne vergewaltigt zu werden. - Das genau ist es was dieses grüne Pack will: Chaos und Verderben um dieses Land unten zu sehen. Was sie mit Terrorismus in den 70/80ern nicht geschafft haben, schaffen die jetzt auf die ""bunte Tour"" - und das EUropaweit!";TRUE
